"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","12","http://dx.doi.org/10.1145/2207676.2207695","panavi: recipe medium with a sensors-embedded pan for domestic users to master professional culinary arts","3 ","14","220","548","cooking; kitchen; situated actions; user interfaces","10","81320495613, Daisuke Uriu, Graduate School of Media Design, Keio University &#38; Graduate School of Media Design, Keio University, Yokohama, Kanagawa, Japan; 81421600901, Mizuki Namai, Graduate School of Media Design, Keio University &#38; Graduate School of Media Design, Keio University, Yokohama, Kanagawa, Japan; 81100524382, Satoru Tokuhisa, Graduate School of Media Design, Keio University &#38; Graduate School of Media Design, Keio University, Yokohama, Kanagawa, Japan; 81488667535, Ryo Kashiwagi, Graduate School of Media Design, Keio University &#38; Graduate School of Media Design, Keio University, Yokohama, Kanagawa, Japan; 81100424140, Masahiko Inami, Graduate School of Media Design, Keio University &#38; Graduate School of Media Design, Keio University, Yokohama, Kanagawa, Japan; 81502680326, Naohito Okude, Graduate School of Media Design, Keio University &#38; Graduate School of Media Design, Keio University, Yokohama, Kanagawa, Japan; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207697","Keep in touch: channel, expectation and experience","6 ","21","419","804","affect; connectedness; empathy; multimodality; user interfaces","10","81365594497, Rongrong Wang, Virginia Tech, Blacksburg, Virginia, United States; 81100361835, Francis Quek, Center for Human Computer Interaction, Virginia Tech, Blacksburg, Virginia, United States; 81100275563, Deborah Tatar, Center for Human Computer Interaction, Virginia Tech, Blacksburg, Virginia, United States, Blacksburg, Virginia, United States; 81414613190, Keng Soon Teh, National University of Singapore, Singapore, Singapore; 81100418633, Adrian Cheok, National University of Singapore, Singapore, Singapore; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207698","TAP &#38; PLAY: an end-user toolkit for authoring interactive pen and paper language activities","4 ","37","465","1,006","children; end-user authoring toolkit; learning","10","81316490036, Anne Marie Piper, University of California, San Diego &#38; University of California, San Diego, La Jolla, California, United States; 81100240198, Nadir Weibel, University of California San Diego &#38; University of California San Diego, La Jolla, California, United States; 81332504463, James Hollan, UCSD &#38; UCSD, La Jolla, California, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207699","At home with surface computing?","6 ","9","292","668","field-study; interactive surfaces and tabletops; physics-simulation","10","81100166914, David Kirk, Newcastle University, Newcastle upon Tyne, United Kingdom; 81328488768, Shahram Izadi, Microsoft Research, Cambridge, United Kingdom; 81309495440, Otmar Hilliges, Microsoft Research, Cambridge, United Kingdom; 81100462110, Richard Banks, Microsoft Research, Cambridge, United Kingdom; 81381590706, Stuart Taylor, Microsoft Research, Cambridge, United Kingdom; 81100309669, Abigail Sellen, Microsoft Research, Cambridge, United Kingdom; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207700","StoryCrate: tabletop storyboarding for live film production","1 ","20","251","535","broadcast; group and organization interfaces; tangible interface","10","81416597993, Tom Bartindale, Newcastle University, Newcastle upon Tyne, United Kingdom; 81502702799, Alia Sheikh, BBC Research &#38; Development, London, United Kingdom; 81314495246, Nick Taylor, Newcastle University, Newcastle upon Tyne, United Kingdom; 81332536218, Peter Wright, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81100295667, Patrick Olivier, Newcastle University, Newcastle upon Tyne, United Kingdom; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207702","LightGuide: projected visualizations for hand movement guidance","9 ","28","390","941","appropriated surfaces; on-demand interfaces; tracking","10","81548021276, Rajinder Sodhi, University of Illinois at Urbana-Champaign, Urbana, Illinois &#38; Microsoft Research, Redmond, Washington, United States; 81502740422, Hrvoje Benko, Microsoft Research, Redmond, Washington, United States; 81350567780, Andrew Wilson, Microsoft Research, Redmond, Washington, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207703","Understanding flicking on curved surfaces","0 ","13","182","508","curved surface; touch-input","10","81479651640, Simon Voelker, RWTH Aachen University, Aachen, NRW, Germany; 81460650762, Christine Sutter, RWTH Aachen University, Aachen, NRW, Germany; 81502740248, Lei Wang, RWTH Aachen University, Aachen, NRW, Germany; 81100443423, Jan Borchers, RWTH Aachen University, Aachen, NRW, Germany; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207704","MirageTable: freehand interaction on a projected augmented reality tabletop","13 ","47","603","1,288","3d digitization; 3d teleconferencing; projective textures; shared task space; user interfaces","10","81100182346, Hrvoje Benko, Microsoft Research, Redmond, Washington, United States; 81416594286, Ricardo Jota, Technical University of Lisbon, Lisbon, Portugal &#38; Microsoft Research, Redmond, Washington, United States; 81350567780, Andrew Wilson, Microsoft Research, Redmond, Washington, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207705","How screen transitions influence touch and pointer interaction across angled display arrangements","1 ","11","177","437","display connection; interactive surfaces; transition","4","81436602117, Fabian Hennecke, University of Munich, Munich, Germany; 81502659744, Wolfgang Matzke, University of Munich, Munich, Germany; 81100266654, Andreas Butz, University of Munich, Munich, Germany; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207706","How small can you go?: analyzing the effect of visual angle in pointing tasks","1 ","10","192","470","accuracy; miscellaneous; visual angle","4","81100553487, Juan Pablo Hourcade, University of Iowa, Iowa City, Iowa, United States; 81502681165, Natasha Bullock-Rest, University of Iowa, Iowa City, Iowa, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207708","Human computation tasks with global constraints","11 ","14","280","596","collaborative planning; group and organization interfaces; human computation","10","81436600404, Haoqi Zhang, Harvard University, Cambridge, Massachusetts, United States; 81100048165, Edith Law, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81100162232, Rob Miller, MIT CSAIL, Cambridge, Massachusetts, United States; 81100593751, Krzysztof Gajos, Harvard University, Cambridge, Massachusetts, United States; 81100009066, David Parkes, Harvard University, Cambridge, Massachusetts, United States; 81100323543, Eric Horvitz, Microsoft Research, Redmond, Washington, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207709","Strategies for crowdsourcing social data analysis","5 ","49","557","1,056","crowdsourcing; information visualization","10","81350572817, Wesley Willett, University of California, Berkeley, Berkeley, CA, United States; 81100465553, Jeffrey Heer, Stanford University, Stanford, California, United States; 81100346089, Maneesh Agrawala, University of California, Berkeley, Berkeley, California, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207710","Direct answers for search queries in the long tail","3 ","14","213","538","crowdsourcing; search user interfaces","10","81405591691, Michael S. Bernstein, MIT CSAIL, Cambridge, Massachusetts, United States; 81100167805, Jaime Teevan, Microsoft Research, Redmond, Washington, United States; 81100134501, Susan Dumais, Microsoft Research, Redmond, Washington, United States; 81363605125, Daniel Liebling, Microsoft Research, Redmond, Washington, United States; 81100323543, Eric Horvitz, Microsoft Research, Redmond, Washington, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207711","Distributed sensemaking: improving sensemaking by leveraging the efforts of previous users","2 ","14","223","583","collaboration; miscellaneous; sensemaking","10","81502722349, Kristie Fisher, Microsoft, Redmond, Washington, United States; 81100398596, Scott Counts, Microsoft Research, Redmond, Washington, United States; 81502655642, Aniket Kittur, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207713","Improving command selection with CommandMaps","4 ","30","323","944","commands; hierarchies; user interfaces","10","81442602505, Joey Scarr, University of Canterbury, Christchurch, New Zealand; 81100607754, Andy Cockburn, University of Canterbury, Christchurch, New Zealand; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Saskatchewan, Canada; 81100232130, Andrea Bunt, University of Manitoba, Winnipeg, Manitoba, Canada; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207714","Improving scrolling devices with document length dependent gain","3 ","10","178","390","control-display gain; scrolling","10","81100607754, Andy Cockburn, University of Canterbury, Christchurch, New Zealand; 81351595064, Philip Quinn, University of Canterbury, Christchurch, New Zealand; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Saskatchewan, Canada; 81416607003, Stephen Fitchett, University of Canterbury &#38; University of Canterbury, Christchurch, New Zealand; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207715","Aural browsing on-the-go: listening-based back navigation in large web architectures","3 ","9","216","408","aural web; info architecture; mobile web","10","81443593818, Tao Yang, Indiana University, Indianapolis, Indiana, United States; 81442613941, Mexhid Ferati, Indiana University, Indianapolis, Indiana, United States; 81484647158, Yikun Liu, Indiana University, Indianapolis, Indiana, United States; 81502810711, Romisa Rohani Ghahari, Indiana University, Indianapolis, Indiana, United States; 81100660536, Davide Bolchini, Indiana University, Indianapolis, Indiana, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207716","Polyzoom: multiscale and multifocus exploration in 2d visual spaces","8 ","24","261","545","comparative visualization; maps; multifocus interaction; user interfaces; visual exploration","10","81474695597, Waqas Javed, Purdue University, West Lafayette, Indiana, United States; 81485648004, Sohaib Ghani, Purdue University, WEST LAFAYETTE, Indiana, United States; 81100015408, Niklas Elmqvist, Purdue University, WEST LAFAYETTE, Indiana, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207718","Looking glass: a field study on noticing interactivity of a shop window","29 ","37","456","1,054","interactivity; noticing interactivity; user representation","10","81436600078, J&#246;rg M&#252;ller, TU Berlin, Berlin, Germany; 81488640442, Robert Walter, TU Berlin, Berlin, Germany; 81309498332, Gilles Bailly, TU Berlin, Berlin, Germany; 81361609189, Michael Nischt, TU Berlin, Berlin, Germany; 81436594444, Florian Alt, University of Stuttgart, Stuttgart, Germany; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207719","Urban HCI: spatial aspects in the design of shared encounters for media facades","12 ","18","222","538","architecture; media facade; shared encounter; urban hci","10","81453649836, Patrick Tobias Fischer, Strathclyde University, Glasgow, United Kingdom; 81100374937, Eva Hornecker, University of Strathclyde, Glasgow, United Kingdom; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207720","Chained displays: configurations of public displays can be used to influence actor-, audience-, and passer-by behavior","12 ","23","237","552","chained displays; form factor; public displays","10","81502800846, Maurice Ten Koppel, TU Berlin, Berlin, Germany; 81309498332, Gilles Bailly, TU Berlin, Berlin, Germany; 81436600078, J&#246;rg M&#252;ller, TU Berlin, Berlin, Germany; 81488640442, Robert Walter, TU Berlin, Berlin, Berlin, Germany; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207722","Investigating the presence, form and behavior of virtual possessions in the context of a teen bedroom","3 ","7","151","351","bedroom; design methods; home; research through design; teenagers; virtual possessions","10","81350582655, William Odom, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81406592250, John Zimmerman, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81100492013, Jodi Forlizzi, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81502692158, Hajin Choi, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81502733280, Stephanie Meier, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81502696963, Angela Park, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207723","Technology heirlooms?: considerations for passing down and inheriting digital materials","7 ","17","200","422","design; digital inheritance; miscellaneous; technology probes","10","81350582655, William Odom, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81100462110, Richard Banks, Microsoft Research, Cambridge, United Kingdom; 81100166914, David Kirk, Newcastle University, Newcastle upon Tyne, United Kingdom; 81452613064, Richard Harper, Microsoft Research, Cambridge, United Kingdom; 81100028041, Si&#226;n Lindley, Microsoft Research Cambridge, Cambridge, Cambridgeshire, United Kingdom; 81100309669, Abigail Sellen, Microsoft Research Cambridge, Cambridge, Cambridgeshire, United Kingdom; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207724","Digitality and materiality of new media: online TV watching in china","0 ","28","199","437","design; human factors; miscellaneous; new media tv; tv","10","81498649813, Qi Wang, Fudan University, Shanghai, Shanghai, China; 81539424156, Xianghua Ding, Fudan University, Shanghai, Shanghai, China; 81331498805, Tun Lu, Fudan University, Shanghai, Shanghai, China; 81100501434, Ning Gu, Fudan University, Shanghai, Shanghai, China; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207725","Writing the experience of information retrieval: digital collection design as a form of dialogue","0 ","10","133","296","criticism; experience design; user interfaces","10","81477641021, Melanie Feinberg, University of Texas at Austin, Austin, Texas, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207727","The mismeasurement of privacy: using contextual integrity to reconsider privacy in HCI","6 ","25","242","541","location-based services; privacy; user studies","10","81502696527, Louise Barkhuus, Stockholm University, Stockholm, Sweden; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207728","Tag, you can see it!: using tags for access control in photo sharing","0 ","10","167","445","access control; privacy; systems and information theory","10","81331496548, Peter Klemperer, Carnegie Mellon University, Pittsburgh, PA, United States; 81460645409, Yuan Liang, Carnegie Mellon University, pittsburgh, PA, United States; 81460641915, Michelle Mazurek, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81488672672, Manya Sleeper, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81496672613, Blase Ur, Carnegie Mellon University, Pittsburgh, PA, USA; 81350570444, Lujo Bauer, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81100472223, Lorrie Faith Cranor, Carnegie Mellon, Pittsburgh, Pennsylvania, United States; 81460649332, Nitin Gupta, Carnegie Mellon University, Pittsburgh, PA, United States; 81387594159, Michael Reiter, University of North Carolina, Chapel Hill, Chapel Hill, NC, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207729","Curation, provocation, and digital identity: risks and motivations for sharing provocative images online","1 ","8","151","334","digital rights; identity; photos; sharing","4","81442615820, Rebecca Gulotta, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81484654022, Haakon Faste, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81502753424, Jennifer Mankoff, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207730","The implications of offering more disclosure choices for social location sharing","3 ","5","159","331","configuration; on-line information services; rules","4","81100640633, Karen Tang, University of California, Irvine, Irvine, California, United States; 81408598366, Jason Hong, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81452606879, Dan Siewiorek, Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207731","Interactivity as self-expression: a field experiment with customization and blogging","2 ","31","232","498","blogging; interactivity; user engagement","10","81456626968, S. Shyam Sundar, The Pennsylvania State University, University Park, Pennsylvania, United States &#38; Sungkyunkwan University, Seoul, Korea; 81460646759, Jeeyun Oh, Pennsylvania State Universtiy, University Park, Pennsylvania, United States; 81460654914, Saraswathi Bellur, The Pennsylvania State University, University Park, Pennsylvania, United States; 81460650583, Haiyan Jia, Pennsylvania State University, University Park, Pennsylvania, United States; 81484650285, Hyang-Sook Kim, Pennsylvania State University, University Park, Pennsylvania, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207733","CrossingGuard: exploring information content in navigation aids for visually impaired pedestrians","6 ","33","284","576","geographic data; user interfaces; wayfinding","10","81490649080, Richard Guy, University of Toronto, Toronto, Ontario, Canada; 81339532748, Khai Truong, University of Toronto, Toronto, Ontario, Canada; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207734","SpaceSense: representing geographical information to visually impaired people using spatial tactile feedback","4 ","18","239","497","assistive technology; handheld devices; user interfaces; vibrotactile feedback","10","81100158260, Koji Yatani, University of Toronto &#38; Microsoft Research Asia, Toronto, Ontario, Canada; 81490690455, Nikola Banovic, University of Toronto, Toronto, Ontario, Canada; 81339532748, Khai Truong, University of Toronto, Toronto, Ontario, Canada; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207735","The user as a sensor: navigating users with visual impairments in indoor spaces using tactile landmarks","3 ","17","292","536","indoor navigation; user interfaces","8","81456625118, Navid Fallah, University of Nevada, Reno, Reno, Nevada, United States; 81502810783, Ilias Apostolopoulos, University of Nevada, Reno, Reno, Nevada, United States; 81100299463, Kostas Bekris, University of Nevada, Reno, Reno, Nevada, United States; 81377590840, Eelke Folmer, University of Nevada, Reno, Reno, Nevada, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207736","Guidelines are only half of the story: accessibility problems encountered by blind users on the web","10 ","23","319","760","accessibility guidelines; hypertext/hypermedia; user interfaces","10","81100082155, Christopher Power, University of York, York, North Yorkshire, United Kingdom; 81100284962, Andr&#233; Freire, University of York, York, North Yorkshire, United Kingdom; 81548043472, Helen Petrie, University of York, York, North Yorkshire, United Kingdom; 81311485720, David Swallow, University of York, York, North Yorkshire, United Kingdom; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207738","Interpretation and trust: designing model-driven visualizations for text analysis","3 ","35","311","619","design guidelines; text; visual analysis","10","81502730767, Jason Chuang, Stanford University, Stanford, California, United States; 81335496501, Daniel Ramage, Stanford University, Stanford, California, United States; 81100571278, Christopher Manning, Stanford University, Stanford, California, United States; 81100465553, Jeffrey Heer, Stanford University, Stanford, California, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207739","V-model: a new innovative model to chronologically visualize narrative clinical texts","0 ","11","227","500","clinical reports; patient history; user interfaces","10","81317498854, Heekyong Park, Seoul National University, Seoul, Kyongki-do, Korea, Republic of; 81343490633, Jinwook Choi, Seoul National University, Seoul, Kyongki-do, Korea, Republic of; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207740","JigsawMap: connecting the past to the future by mapping historical textual cadasters","0 ","15","180","446","cadaster; graph layout; interactive visualization; miscellaneous","10","81502784899, Hyungmin Lee, Seoul National University, Seoul, South Korea; 81502649580, Sooyun Lee, Seoul National University, Seoul, South Korea; 81502691169, Namwook Kim, Samsung Techwin, Changwon-si, South Korea; 81100413624, Jinwook Seo, Seoul National University, Seoul, South Korea; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207741","Semantic interaction for visual text analytics","4 ","23","289","628","interaction; visual analytics","10","81460654929, Alex Endert, Virginia Tech, Blacksburg, Virginia, United States; 81484659113, Patrick Fiaux, Virginia Tech, Blacksburg, Virginia, United States; 81100142484, Chris North, Virginia Tech, Blacksburg, Virginia, United States; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207743","Touch&#233;: enhancing touch interaction on humans, screens, liquids, and everyday objects","23 ","103","851","2,353","gestures; on-body computing; touch; user interfaces","10","81421593159, Munehiko Sato, Disney Research, Pittsburgh, Pittsburgh, Pennsylvania, USA &#38; The University of Tokyo, Tokyo, Japan; 81100593278, Ivan Poupyrev, Disney Research, Pittsburgh &#38; Carnegie Mellon University, Pittsburgh, Pennsylvania, United States; 81350573130, Chris Harrison; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207744","Detecting error-related negativity for interaction design","4 ","25","231","601","brain computer interface; electroencephalography; flick; user interfaces","10","81502801156, Chi Vi, University of Bristol, Bristol, United Kingdom; 81100277483, Sriram Subramanian, University of Bristol, Bristol, United Kingdom; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207745","Implanted user interfaces","6 ","29","374","819","augmented humans; implantables; implanted interfaces; user interfaces; wireless power","10","81443597100, Christian Holz, Autodesk Research, Toronto, Ontario, Canada &#38; Hasso Plattner Institute, Potsdam, Germany; 81502653209, Tovi Grossman, University of Toronto, Toronto, Ontario, Canada; 81100585120, George Fitzmaurice; 81436594919, Anne Agur; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207746","EEG analysis of implicit human visual perception","1 ","12","201","465","artifacts; hvs; perception","4","81460645278, Maryam Mustafa, Technical University of Braunschweig, Braunschweig, Neidersachsen, Germany; 81490692554, Lea Lindemann, Technical University of Braunschweig, Braunschweig, Niedersachsen, Germany; 81100477906, Marcus Magnor, Technical University of Braunschweig, Braunschweig, Niedersachsen, Germany; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207747","Development and evaluation of interactive system for synchronizing electric taste and visual content","4 ","12","146","376","electric taste; latency difference of several sensations; multimodal information system","4","81461656460, Hiromi Nakamura, Meiji University, Kawasaki City, Kanagawa, Japan; 81461654671, Homei Miyashita, Meiji University, Kawasaki City, Kanagawa, Japan; "
"CHI","12","http://dx.doi.org/10.1145/2207676.2207749","Empathy, participatory design and people with dementia","10 ","33","294","647","dementia; experience; participatory design","10","81384616016, Stephen Lindsay, Newcastle University, Newcastle upon Tyne, United Kingdom; 81502648171, Katie Brittain, Newcastle University, Newcastle upon Tyne, United Kingdom; 81421599462, Daniel Jackson, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81479664377, Cassim Ladha, Newcastle University, Newcastle upon Tyne, United Kingdom; 81479663860, Karim Ladha, Newcastle University, Newcastle upon Tyne, United Kingdom; 81100295667, Patrick Olivier, Newcastle University, Newcastle upon Tyne, United Kingdom; "
