"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","07","http://dx.doi.org/10.1145/1240624.1240639","Beyond visual acuity: the perceptual scalability of information visualizations for large displays","22 ","11","97","1,207","design; experimentation; information visualization; visual acuity","10","81100414964, Beth Yost, Virginia Polytechnic Institute and State University, Blacksburg, VA; 81328488409, Yonca Haciahmetoglu, Virginia Polytechnic Institute and State University, Blacksburg, VA; 81100142484, Chris North, Virginia Polytechnic Institute and State University, Blacksburg, VA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240640","White rooms and morphing don't mix: setting and the evaluation of visualization techniques","8 ","2","68","965","contextual evaluation; external validity; gis; interaction styles; morphing","10","81100514123, Derek F. Reilly, Dalhousie University, Halifax, NS, Canada; 81100519232, Kori M. Inkpen, Dalhousie University, Halifax, NS, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240642","Shoogle: excitatory multimodal interaction on mobile devices","73 ","9","182","1,873","accelerometer; auditory feedback; human factors; mobile; vibrotactile","4","81100169940, John Williamson, University of Glasgow, Scotland; 81100572841, Roderick Murray-Smith, University of Glasgow, Scotland and NUI, Maynooth, Ireland; 81494640446, Stephen Hughes, SAMH Engineering Services, Dublin, Ireland; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240644","Momento: support for situated ubicomp experimentation","27 ","6","52","887","design; experience sampling; graphical user interfaces; mobile devices; wizard of oz","10","81405594119, Scott Carter, FX Palo Alto Laboratory, Inc., Palo Alto, CA; 81100650762, Jennifer Mankoff, Carnegie Mellon University, Pittsburgh, PA; 81100465553, Jeffrey Heer, University of California, Berkeley, Berkeley, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240645","Toolkit support for developing and deploying sensor-based statistical models of human situations","16 ","3","39","702","context-aware computing; machine-learning; subtle; user interfaces","10","81100142271, James Fogarty, University of Washington, Seattle, WA; 81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240646","Authoring sensor-based interactions by demonstration with direct manipulation and pattern recognition","33 ","7","109","1,383","design; input devices and strategies; pbd; sensors","10","81318498266, Bj&#246;rn Hartmann, Stanford University HCI Group, Stanford, CA; 81318497567, Leith Abdulla, Stanford University HCI Group, Stanford, CA; 81328489575, Manas Mittal, The MIT Medita Laboratory, Cambridge, MA; 81100364989, Scott R. Klemmer, Stanford University HCI Group, Stanford, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240648","<i>Questions</i> not <i>answers</i>: a novel mobile search technique","13 ","5","111","1,506","human factors; location; social software","4","81328488881, Matt Jones, Swansea University, Swansea, Wales, UK; 81100456135, George Buchanan, Swansea University, Swansea, Wales, UK; 81452613064, Richard Harper, Microsoft Research, Cambridge, UK; 81321499781, Pierre-Louis Xech, Microsoft Research, Cambridge, UK; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240649","Tactile feedback for mobile interactions","59 ","48","332","2,521","experimentation; mobility; tactons","4","81100359199, Stephen Brewster, University of Glasgow, Glasgow, UK; 81328487749, Faraz Chohan, University of Glasgow, Glasgow, UK; 81100012726, Lorna Brown, University of Glasgow, Glasgow, UK; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240650","Revisiting and validating a model of two-thumb text entry","4 ","4","94","1,126","fitts' law; mini-qwerty","4","81100051899, Edward Clarkson, Georgia Institute of Technology, Atlanta, GA; 81100493601, Kent Lyons, Georgia Institute of Technology, Atlanta, GA; 81100469379, James Clawson, Georgia Institute of Technology, Atlanta, GA; 81100175439, Thad Starner, Georgia Institute of Technology, Atlanta, GA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240651","""Jump and refine"" for rapid pointing on mobile phones","4 ","4","98","1,119","input devices and strategies; keystroke interaction; pointing task","4","81100326317, Martin Hachet, INRIA, Bordeaux, France; 81100366914, Joachim Pouderoux, LaBRI-INRIA, Bordeaux, France; 81100662055, Florence Tyndiuk, UTBM, Belfort - Montb&#233;liard, France; 81100383470, Pascal Guitton, LaBRI-INRIA, Bordeaux, France; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240653","Usability of voting systems: baseline data for paper, punch cards, and lever machines","4 ","3","56","776","dre; efficiency; subjective usability","10","81341488770, Michael D. Byrne, Rice University, Houston, TX; 81342495997, Kristen K. Greene, Rice University, Houston, TX; 81100122064, Sarah P. Everett, Rice University, Houston, TX; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240654","A game design methodology to incorporate social activist themes","11 ","5","88","1,172","activist games; design methods; game design","10","81100538614, Mary Flanagan, Hunter College, New York, NY; 81100104436, Helen Nissenbaum, New York University, New York, NY; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240656","Move to improve: promoting physical navigation to increase user performance with large displays","44 ","13","100","1,429","embodied interaction; large displays; physical navigation","10","81408591653, Robert Ball, Virginia Polytechnic Institute and State University, Blacksburg, VA; 81100142484, Chris North, Virginia Polytechnic Institute and State University, Blacksburg, VA; 81100288625, Doug A. Bowman, Virginia Polytechnic Institute and State University, Blacksburg, VA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240657","Copy-and-paste between overlapping windows","10 ","3","53","851","copy-and-paste; human factors; overlapping windows; windowing systems","10","81319489300, Olivier Chapuis, LRI - Univ. Paris-Sud & CNRS and INRIA, Orsay, France; 81100029990, Nicolas Roussel, LRI - Univ. Paris-Sud & CNRS and INRIA, Orsay, France; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240658","Consistency, multiple monitors, and multiple windows","1 ","1","27","605","consistency; human factors; window management","4","81100006226, Dugald Ralph Hutchings, Bowling Green State University, Bowling Green, OH; 81100573160, John Stasko, Georgia Institute of Technology, Atlanta, GA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240659","How pairs interact over a multimodal digital table","14 ","0","33","745","design; gestures; miscellaneous; speech","4","81100271603, Edward Tse, University of Calgary, Calgary, AB, Canada; 81100343583, Chia Shen, Mitsubishi Electric Research Laboratories, Cambridge, MA; 81100197069, Saul Greenberg, University of Calgary, Calgary, AB, Canada; 81100584798, Clifton Forlines, Mitsubishi Electric Research Laboratories, Cambridge, MA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240661","An observational study on information flow during nurses' shift change","25 ","8","95","1,307","common information space; design; information assembly; information flow; observational study; shift change","10","81384594929, Charlotte Tang, University of Calgary, Calgary, AB, Canada; 81452616781, Sheelagh Carpendale, University of Calgary, Calgary, AB, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240662","Medical sensemaking with entity workspace","8 ","2","31","447","graphical user interfaces; human factors; quick click; sensemaking","4","81323488397, Dorrit Billman, Palo Alto Research Center: Inc., Palo Alto, CA; 81100084142, Eric A. Bier, Palo Alto Research Center: Inc., Palo Alto, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240664","A cognitive constraint model of dual-task trade-offs in a highly dynamic driving task","7 ","3","106","1,168","driver distraction; human factors; multitasking; theory and methods","10","81328487836, Duncan P. Brumby, Drexel University, Philadelphia, PA; 81100489674, Andrew Howes, University of Manchester, Manchester, UK; 81100289294, Dario D. Salvucci, Drexel University, Philadelphia, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240665","iPod distraction: effects of portable music-player use on driver performance","8 ","9","154","1,910","driver distraction; experimentation; human factors; human safety; ipod; performance","8","81100289294, Dario D. Salvucci, Drexel University, Philadelphia, PA; 81100421673, Daniel Markley, Drexel University, Philadelphia, PA; 81328491196, Mark Zuber, Drexel University, Philadelphia, PA; 81328487836, Duncan P. Brumby, Drexel University, Philadelphia, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240666","InkSeine: <i>In Situ</i> search for active note taking","22 ","2","149","1,321","design; handwriting; ink; input devices and strategies; search","10","81100519448, Ken Hinckley, Microsoft Research, Redmond, WA; 81328491174, Shengdong Zhao, University of Toronto, Toronto, ON, Canada; 81100396865, Raman Sarin, Microsoft Research, Redmond, WA; 81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; 81100506242, Edward Cutrell, Microsoft Research, Redmond, WA; 81100465115, Michael Shilman, Microsoft Research, Redmond, WA; 81100255664, Desney Tan, Microsoft Research, Redmond, WA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240668","Sharing a single expert among multiple partners","1 ","0","25","418","collaborative computing; experimentation; grounding; multi-party conversation; remote collaborative physical tasks; video-mediated communication","10","81311481846, Jeffrey Wong, Carnegie Mellon University, Pittsburgh, PA; 81100059735, Lui Min Oh, DSO National Laboratories, Singapore, Singapore; 81100177074, Jiazhi Ou, Carnegie Mellon University, Pittsburgh, PA; 81100481340, Carolyn P. Ros&#233;, Carnegie Mellon University, Pittsburgh, PA; 81548022688, Jie Yang, Carnegie Mellon University, Pittsburgh, PA; 81100583820, Susan R. Fussell, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240669","Dynamic detection of novice vs. skilled use without a task model","22 ","3","71","847","graphical user interfaces; performance; user/machine systems","10","81100325648, Amy Hurst, Carnegie Mellon, Pittsburgh, PA; 81328488846, Scott E. Hudson, Carnegie Mellon, Pittsburgh, PA; 81100650762, Jennifer Mankoff, Carnegie Mellon, Pittsburgh, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240670","Approaches to web search and navigation for older computer novices","9 ","6","88","1,500","accessibility; human factors; interface layering; usability; web browser; web search","10","81100607591, Anna Dickinson, University of Dundee, Dundee, United Kingdom; 81320495105, Michael J. Smith, Fujitsu Services, Manchester, United Kingdom; 81100117616, John L. Arnott, University of Dundee, Dundee, United Kingdom; 81100393602, Alan F. Newell, University of Dundee, Dundee, United Kingdom; 81328488415, Robin L. Hill, University of Edinburgh, Edinburgh, United Kingdom; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240672","Designing a mobile user interface for automated species identification","7 ","11","118","1,367","botanical species identification; design; electronic field guide; graphical user interfaces; mobile computing","4","81313481954, Sean Michael White, Columbia University, New York, NY; 81328489652, Dominic Marino, Columbia University, New York, NY; 81100427474, Steven Feiner, Columbia University, New York, NY; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240673","BrickRoad: a light-weight tool for spontaneous design of location-enhanced applications","3 ","3","54","692","human factors; prototyping; ubiquitous computing; wizard of oz","4","81100526353, Alan L. Liu, University of Washington, Seattle, WA; 81350580013, Yang Li, University of Washington, Seattle, WA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240674","Psychophysical elements of wearability","1 ","1","134","1,081","design; human factors; wearability; wearable technology","4","81309484542, Lucy E. Dunne, University College Dublin, Dublin, Ireland; 81100297638, Barry Smyth, University College Dublin, Dublin, Ireland; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240675","The tilt cursor: enhancing stimulus-response compatibility by providing 3d orientation cue of pen","12 ","3","106","1,066","cursor; human factors; orientation; stimulus-response compatibility","4","81100106876, Feng Tian, Chinese Academy of Sciences, Beijing, China; 81309481963, Xiang Ao, Chinese Academy of Sciences, Beijing, China; 81100220294, Hongan Wang, Chinese Academy of Sciences, Beijing, China and Nokia Research - Palo Alto, Palo Alto, CA; 81100609586, Vidya Setlur, Nokia Research - Palo Alto, Palo Alto, Palo Alto, CA; 81100172122, Guozhong Dai, Chinese Academy of Sciences, Beijing, China and Nokia Research - Palo Alto, Palo Alto, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240676","How younger and older adults master the usage of hyperlinks in small screen devices","16 ","4","126","1,480","aging; cognitive user characteristics; ergonomics; human factors; measurement; navigation performance; qualitative user data analysis; user issues","10","81328491175, Martina Ziefle, RWTH Aachen University, Aachen, Germany; 81100252309, Ulrik Schroeder, RWTH Aachen University, Aachen, Germany; 81328490636, Judith Strenk, RWTH Aachen University, Aachen, Germany; 81447599269, Thomas Michel, RWTH Aachen University, Aachen, Germany; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240678","Modeling steering within above-the-surface interaction layers","11 ","3","46","592","3d; command layers; digital table; interaction styles","10","81328488736, Raghavendra S. Kattinakere, University of Saskatchewan, Saskatoon, SK, Canada; 81100477897, Tovi Grossman, University of Toronto, Toronto, ON, Canada; 81100277483, Sriram Subramanian, University of Saskatchewan, Saskatoon, SK, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240679","Quantifying degree of goal directedness in document navigation: application to the evaluation of the perspective-drag technique","6 ","3","41","465","document navigation; experimentation; goal-directed behavior; interaction techniques; perspective viewing","10","81100143867, Yves Guiard, University de la Mediterranee & CNRS, Marseilles, France; 81319491164, Yangzhou Du, University Paris-Sud & CNRS, INRIA, Orsay, France; 81319489300, Olivier Chapuis, University Paris-Sud & CNRS, INRIA, Orsay, France; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240680","PageLinker: integrating contextual bookmarks within a browser","6 ","1","33","647","biologists; browsers; evaluation/methodology; pagelinker; performance; user issues; web navigation","10","81328490759, Aur&#233;lien Tabard, INRIA and LRI - University Paris-Sud & CNRS, Orsay, France; 81100236706, Wendy Mackay, INRIA and LRI - University Paris-Sud & CNRS, Orsay, France; 81100029990, Nicolas Roussel, INRIA and LRI - University Paris-Sud & CNRS, Orsay, France; 81100163015, Catherine Letondal, Institut Pasteur, Paris, France; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240682","Give and take: a study of consumer photo-sharing culture and practice","70 ","51","290","2,466","consumer photography; domestic and leisure computing; miscellaneous","10","81328489429, Andrew D. Miller, Schematic, New York, NY; 81100595699, W. Keith Edwards, Georgia Tech, Atlanta, GA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240683","Over-exposed?: privacy patterns and considerations in online and mobile photo sharing","56 ","10","106","2,120","context-aware; human factors; location-aware; photo sharing; privacy","10","81309491108, Shane Ahern, Yahoo! Research Berkeley, Berkeley, CA; 81350568241, Dean Eckles, Stanford University, Stanford, CA; 81423596141, Nathaniel S. Good, Yahoo! Research Berkeley, Berkeley, CA; 81328488677, Simon King, Yahoo! Research Berkeley, Berkeley, CA; 81100585927, Mor Naaman, Yahoo! Research Berkeley, Berkeley, CA; 81328489425, Rahul Nair, Yahoo! Research Berkeley, Berkeley, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240684","EasyAlbum: an interactive photo annotation system based on face clustering and re-ranking","20 ","7","80","1,169","annotation; clustering; face recognition; graphical user interfaces; information filtering; prototyping","10","81455605332, Jingyu Cui, Tsinghua University, Beijing, China; 81314492312, Fang Wen, Microsoft Research Asia, Beijing, China; 81328491086, Rong Xiao, Microsoft Research Asia, Beijing, China; 81317501573, Yuandong Tian, ShangHai Jiaotong University, Shanghai, China; 81452597691, Xiaoou Tang, Microsoft Research Asia, Beijing, China; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240686","An exploration of web-based monitoring: implications for design","13 ","3","35","948","human factors; revisitation; task; theory; user issues","10","81100339801, Melanie Kellar, Dalhousie University, Halifax, NS, Canada; 81100083433, Carolyn Watters, Dalhousie University, Halifax, NS, Canada; 81100519232, Kori M. Inkpen, Dalhousie University, Halifax, NS, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240687","Investigating attractiveness in web user interfaces","23 ","38","157","3,065","aesthetics; design; judgement biases; theory and methods; websites","10","81328488619, Jan Hartmann, University of Manchester, Manchester, United Kingdom; 81100269401, Alistair Sutcliffe, University of Manchester, Manchester, United Kingdom; 81100647415, Antonella De Angeli, University of Manchester, Manchester, United Kingdom; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240688","The relationship between accessibility and usability of websites","40 ","61","249","3,098","accessibility; guidelines; human factors; theory and methods; user testing","10","81100022960, Helen Petrie, University of York, York, United Kingdom; 81328488969, Omar Kheir, University of York, York, United Kingdom; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240690","What are you looking for?: an eye-tracking study of information usage in web search","92 ","55","368","2,902","contextual snippets; eye tracking; miscellaneous; web search","10","81100506242, Edward Cutrell, Microsoft Research, Redmond, WA; 81543102456, Zhiwei Guan, University of Washington, Seattle, WA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240691","An eye tracking study of the effect of target rank on web search","49 ","18","102","1,197","experimentation; miscellaneous; trust","4","81543102456, Zhiwei Guan, University of Washington, Seattle, WA; 81100506242, Edward Cutrell, Microsoft Research, Redmond, WA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240692","EyePoint: practical pointing and selection using gaze and keyboard","41 ","11","126","1,080","design; eye tracking; human factors; pointing and selection","10","81328489040, Manu Kumar, Stanford University, HCI Group, Stanford, CA; 81100130120, Andreas Paepcke, Stanford University, HCI Group, Stanford, CA; 81100454567, Terry Winograd, Stanford University, HCI Group, Stanford, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240693","A minimal model for predicting visual search in human-computer interaction","11 ","1","42","968","cognitive modeling; cognitive strategies; epic; experimentation; graphical user interfaces; human factors; screen design; theory; visual search","4","81100229966, Tim Halverson, University of Oregon, Eugene, OR; 81100426680, Anthony J. Hornof, University of Oregon, Eugene, OR; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240695","A familiar face(book): profile elements as signals in an online social network","82 ","54","572","7,112","collaborative computing; online social networks; signaling theory; web-based interaction","10","81320491642, Cliff A.C. Lampe, Michigan State University, East Lansing, MI; 81100185352, Nicole Ellison, Michigan State University, East Lansing, MI; 81100549611, Charles Steinfield, Michigan State University, East Lansing, MI; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240696","Constructing my online self: avatars that increase self-focused attention","12 ","8","115","1,411","avatars; self-awareness; theory","4","81311485195, Asimina Vasalou, Imperial College, London, United Kingdom; 81100339752, Adam N. Joinson, Open University, Milton Keynes, United Kingdom; 81340491827, Jeremy Pitt, Imperial College, London, United Kingdom; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240697","The truth about lying in online dating profiles","22 ","242","1,077","4,808","computer-mediated communication; experimentation; online dating; self-presentation","4","81100212035, Jeffrey T. Hancock, Cornell University, Ithaca, NY; 81328490425, Catalina Toma, Cornell University, Ithaca, NY; 81100185352, Nicole Ellison, Michigan State University, Lansing, MI; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240698","He says, she says: conflict and coordination in Wikipedia","110 ","49","337","2,996","collaboration; computer-supported collaborative work; conflict; measurement; user model; web-based interaction; web-based services; wikipedia","10","81350583094, Aniket Kittur, University of California, Los Angeles, Los Angeles, CA; 81100623883, Bongwon Suh, Palo Alto Research Center, Palo Alto, CA; 81328489834, Bryan A. Pendleton, Palo Alto Research Center, Palo Alto, CA; 81100330316, Ed H. Chi, Palo Alto Research Center, Palo Alto, CA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240700","Modeling pointing at targets of arbitrary shapes","10 ","0","25","605","arbitrary shapes; graphical user interfaces; pointing","10","81100477897, Tovi Grossman, University of Toronto, Toronto, ON, Canada; 81536637456, Nicholas Kong, University of Toronto, Toronto, ON, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, ON, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240701","Perception of elementary graphical elements in tabletop and multi-surface environments","21 ","3","60","985","human factors; multi-display; tabletop","10","81100606762, Daniel Wigdor, Mitsubishi Electric Research Labs, Cambridge, MA and University of Toronto, Toronto, ON, Canada; 81100343583, Chia Shen, Mitsubishi Electric Research Labs, Cambridge, MA; 81100584798, Clifton Forlines, Mitsubishi Electric Research Labs, Cambridge, MA; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, ON, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240702","Exploring and reducing the effects of orientation on text readability in volumetric displays","4 ","0","47","607","collaborative computing; reading speed; volumetric displays","10","81100477897, Tovi Grossman, University of Toronto, Toronto, ON, Canada; 81100606762, Daniel Wigdor, University of Toronto, Toronto, ON, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, ON, Canada; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240704","Research through design as a method for interaction design research in HCI","120 ","113","997","6,045","design; design method; hci research; interaction design research; theory and methods","10","81406592256, John Zimmerman, Carnegie Mellon University, Pittsburgh, PA; 81100492013, Jodi Forlizzi, Carnegie Mellon University, Pittsburgh, PA; 81100302617, Shelley Evenson, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240705","Sustainable interaction design: invention & disposal, renewal & reuse","125 ","65","490","4,950","consumer products; design; human factors; markets; sustainability; theory","10","81100365314, Eli Blevis, Indiana University at Bloomington, Bloomington, IN; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240706","Computational composites","37 ","13","195","1,259","aesthetics; computational composites; general; material","10","81385600598, Anna Vallg&#229;rda, IT University: Copenhagen, Copenhagen, Denmark; 81100351120, Johan Redstr&#246;m, Interactive Institute, Stockholm, Sweden; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240708","Jogging the distance","25 ","2","56","776","community forums; evaluation/methodology; mobile phones","4","81311484769, Shannon O'Brien, CSIRO ICT Centre, Canberra, Australia; 81542332756, Florian ""Floyd"" Mueller, CSIRO ICT Centre, Canberra, Australia; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240710","Sabbath day home automation: ""it's like mixing technology and religion""","40 ","7","122","1,192","design; family life; miscellaneous; smart homes","10","81100327302, Allison Woodruff, Intel Research Berkeley, Berkeley, CA; 81350567614, Sally Augustin, Intel Digital Home Group, Hillsboro, OR; 81328488233, Brooke Foucault; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240711","Enhancing ubiquitous computing with user interpretation: field testing the home health horoscope","25 ","2","59","922","design; interpretation; ubiquitous computing","10","81100104022, William Gaver, Goldsmiths College, University of London, London, United Kingdom; 81100397464, Phoebe Sengers, Cornell University, Ithaca, NY; 81328488900, Tobie Kerridge, Goldsmiths College, University of London, London, United Kingdom; 81100005698, Joseph Kaye, Cornell University, Ithaca, NY; 81100260889, John Bowers, Goldsmiths College, University of London, London, United Kingdom; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240712","Home networking and HCI: what hath god wrought?","23 ","8","58","1,155","computer networking; home computing; human factors; management/maintenance; troubleshooting","10","81328490243, Erika Shehan, Georgia Institute of Technology, Atlanta, GA; 81100595699, W. Keith Edwards, Georgia Institute of Technology, Atlanta, GA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240714","Let's go to the whiteboard: how and why software developers use drawings","45 ","7","162","1,788","computer-supported cooperative work; design; exploratory/field study","10","81328487693, Mauro Cherubini, &#201;cole Polytechnique F&#233;d&#233;rale de Lausanne (EPFL), Lausanne, Switzerland; 81100190815, Gina Venolia, Microsoft Research, Redmond, WA; 81350602833, Rob DeLine, Microsoft Research, Redmond, WA; 81100500360, Andrew J. Ko, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","07","http://dx.doi.org/10.1145/1240624.1240715","Aligning development tools with the way programmers think about code changes","8 ","4","41","695","cognitive dimensions; human factors; transformations; visual languages","10","81100402373, Marat Boshernitsan, Agitar Software: Inc., Mountain View, CA; 81452606376, Susan L. Graham, University of California, Berkeley, Berkeley, CA; 81100612246, Marti A. Hearst, University of California, Berkeley, Berkeley, CA; "
