"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","06","http://dx.doi.org/10.1145/1124772.1124787","Evaluating interfaces for privacy policy rule authoring","17 ","2","43","1,180","design process; privacy; public policy issues; user interfaces","10","81410594491, Clare-Marie Karat, IBM T.J. Watson Research Center; 81100505984, John Karat, IBM T.J. Watson Research Center; 81100260307, Carolyn Brodie, IBM T.J. Watson Research Center; 81100140918, Jinjuan Feng, Towson University; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124788","Putting people in their place: an anonymous and privacy-sensitive approach to collecting sensed data in location-based applications","20 ","13","74","1,167","anonymity; location-based computing; user interfaces","10","81100640633, Karen P. Tang, Carnegie Mellon University, Pittsburgh, PA; 81317495667, Pedram Keyani, Carnegie Mellon University, Pittsburgh, PA; 81100142271, James Fogarty, Carnegie Mellon University, Pittsburgh, PA; 81408598366, Jason I. Hong, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124789","Advancing ambiguity","19 ","5","61","955","ambiguity; communications applications; face saving; interpretation","4","81100556191, Kirsten Boehner, Cornell University, Ithaca, NY; 81100212035, Jeffrey T. Hancock, Cornell University, Ithaca, NY; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124790","Girls, technology and privacy: ""is my mother listening?""","12 ","2","34","1,189","blogs; mobility; privacy","4","81311483392, Wendy March, Intel Research; 81100524289, Constance Fleuriot; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124792","Dogear: Social bookmarking in the enterprise","103 ","23","125","3,362","folksonomies; social bookmarking; tags","10","81100086599, David R. Millen, IBM Research, Cambridge; 81311482005, Jonathan Feinberg, IBM Research, Cambridge; 81100007626, Bernard Kerr, IBM Research, Cambridge; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124793","Increasing user decision accuracy using suggestions","13 ","0","32","772","consumer decision support; recommender systems; user interfaces","10","81100553654, Pearl Pu, Human Computer Interaction Group(HCI) - EPFL, Lausanne, Switzerland; 81100262925, Paolo Viappiani, Artificial Intelligence Laboratory (LIA) -EPFL, Lausanne, Switzerland; 81100489464, Boi Faltings, Artificial Intelligence Laboratory (LIA) -EPFL, Lausanne, Switzerland; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124794","Co-authoring with structured annotations","5 ","2","57","820","collaborative authoring; miscellaneous; usability study","10","81311484293, Qixing Zheng, University of British Columbia, Vancouver, Canada; 81100170154, Kellogg Booth, University of British Columbia, Vancouver, Canada; 81100232506, Joanna McGrenere, University of British Columbia, Vancouver, Canada; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124796","""LINC-ing"" the family: the participatory design of an inkable family calendar","30 ","6","74","1,083","awareness; coordination; group and organization interfaces","10","81100495977, Carman Neustaedter, University of Calgary, Calgary, AB, Canada; 81332491415, A. J. Bernheim Brush, Microsoft Research, Redmond, WA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124797","Participatory design with proxies: developing a desktop-PDA system to support people with aphasia","28 ","7","56","907","aphasia; multi-modal interfaces; social issues","10","81436600158, Jordan L. Boyd-Graber, Princeton University, Princeton, NJ; 81311482252, Sonya S. Nikolova, Princeton University, Princeton, NJ; 81100235288, Karyn A. Moffatt, University of British Columbia, Vancouver, BC, Canada; 81540720356, Kenrick C. Kin, Princeton University, Princeton, NJ; 81311485220, Joshua Y. Lee, Princeton University, Princeton, NJ; 81331498860, Lester W. Mackey, Princeton University, Princeton, NJ; 81100180541, Marilyn M. Tremaine, Rutgers University, Piscataway, NJ; 81339509657, Maria M. Klawe, Princeton University, Princeton, NJ; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124798","Participatory design in emergency medical service: designing for future practice","14 ","5","62","1,364","emergency response; group and organization interfaces; medical response; multimedia information systems; technology design; victim as boundary object","10","81311483791, Margit Kristensen, University of Aarhus, Aarhus, Denmark; 81100435567, Morten Kyng, University of Aarhus, Aarhus, Denmark; 81100610626, Leysia Palen, University of Aarhus, Aarhus, Denmark and University of Colorado, Boulder, CO; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124800","A role for haptics in mobile interaction: initial design using a handheld tactile display prototype","65 ","30","288","3,066","design process; handheld interaction; lateral skin stretch; multimodal; user interfaces","10","81430646439, Joseph Luk, University of British Columbia, Vancouver, Canada; 81100040803, Jerome Pasquero, McGill University, Montreal, Canada; 81311480799, Shannon Little, University of British Columbia, Vancouver, Canada; 81100608981, Karon MacLean, University of British Columbia, Vancouver, Canada; 81100206465, Vincent Levesque, McGill University, Montreal, Canada; 81100323998, Vincent Hayward, McGill University, Montreal, Canada; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124801","The springboard: multiple modes in one spring-loaded control","16 ","4","44","875","command selection; marking menus; pen; tablet","10","81100519448, Ken Hinckley, Microsoft Research, Redmond, WA; 81100301845, Francois Guimbretiere, University of Maryland, College Park, MD; 81100137268, Patrick Baudisch, Microsoft Research, Redmond, WA; 81100396865, Raman Sarin, Microsoft Research, Redmond, WA; 81100346089, Maneesh Agrawala, Microsoft Research, Redmond, WA; 81100506242, Ed Cutrell, Microsoft Research, Redmond, WA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124802","The GlobeFish and the GlobeMouse: two new six degree of freedom input devices for graphics applications","13 ","7","62","1,078","human factors; interaction techniques; user interfaces","9","81100162399, Bernd Froehlich; 81311483888, Jan Hochstrate; 81311480937, Verena Skuk; 81100120122, Anke Huckauf; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124804","Making action visible in time-critical work","24 ","3","41","1,056","collaborative work; ethnography; miscellaneous","10","81311484289, Jonas Landgren, Viktoria Institute, G&#246;teborg, Sweden; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124805","Support for activity-based computing in a personal computing operating system","37 ","13","86","1,450","abc; task management; user evaluation","10","81100082111, Jakob Bardram, University of Aarhus, Aarhus, Denmark; 81100133789, Jonathan Bunde-Pedersen, University of Aarhus, Aarhus, Denmark; 81311481364, Mads Soegaard, University of Aarhus, Aarhus, Denmark; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124806","Share and share alike: exploring the user interface affordances of file sharing","31 ","8","75","1,216","computer-supported cooperative work; group and organization interfaces; sharing; user interface design","10","81100147302, Stephen Voida, Georgia Institute of Technology, Atlanta, GA; 81100595699, W. Keith Edwards, Georgia Institute of Technology, Atlanta, GA; 81406594629, Mark W. Newman, Palo Alto Research Center, Palo Alto, CA; 81328488487, Rebecca E. Grinter, Georgia Institute of Technology, Atlanta, GA; 81100116901, Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124808","Tinkering and gender in end-user programmers' debugging","27 ","2","54","813","debugging; end-user software engineering; self-efficacy; testing and debugging; user interfaces","10","81100022759, Laura Beckwith, Oregon State University, Corvallis, OR; 81100519842, Cory Kissinger, Oregon State University, Corvallis, OR; 81100337865, Margaret Burnett, Oregon State University, Corvallis, OR; 81100387125, Susan Wiedenbeck, Drexel University, Philadelphia, PA; 81100235486, Joseph Lawrance, Oregon State University, Corvallis, OR; 81100022210, Alan Blackwell, University of Cambridge, Cambridge, UK; 81452601376, Curtis Cook, Oregon State University, Corvallis, OR; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124809","An evaluation of using programming by demonstration and guided walkthrough techniques for authoring and utilizing documentation","8 ","2","40","767","documentation authoring; programming by demonstration","10","81100437146, Madhu Prabaker, Carnegie-Mellon University, Pittsburgh, PA; 81100245096, Lawrence Bergman, IBM TJ Watson Research Center, Hawthorne, NY; 81100133093, Vittorio Castelli, IBM TJ Watson Research Center, Hawthorne, NY; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124810","Providing support for adaptive scripting in an on-line collaborative learning environment","11 ","3","44","774","adaptive support; computer mediated communication; group and organization interfaces","10","81100111542, Gahgene Gweon, Carnegie Mellon University, Pittsburgh, PA; 81100481340, Carolyn Rose, Carnegie Mellon University, Pittsburgh, PA; 81541819056, Regan Carey, Carnegie Mellon University, Pittsburgh, PA; 81311484056, Zachary Zaiss, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124812","Fast, flexible filtering with phlat","60 ","8","115","1,493","interactive information retrieval; pim; tagging; user interfaces","10","81100506242, Edward Cutrell, Microsoft Research; 81100066066, Daniel Robbins, Microsoft Research; 81100134501, Susan Dumais, Microsoft Research; 81100396865, Raman Sarin, Microsoft Research; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124813","The project fragmentation problem in personal information management","22 ","12","104","1,296","documents; favorites; fragmentation; personal information management; user interfaces","4","81100245005, Ofer Bergman, Tel Aviv University, Tel Aviv, Israel; 81100469637, Ruth Beyth-Marom, The Open University of Israel, Raanana, Israel; 81100046031, Rafi Nachmias, Tel Aviv University, Tel Aviv, Israel; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124814","To have and to hold: exploring the personal archive","23 ","13","154","2,006","archiving; email; filing; miscellaneous","10","81100005698, Joseph 'Jofish' Kaye, Cornell University, Ithaca, NY; 81328491066, Janet Vertesi, Cornell University, Ithaca, NY; 81311481726, Shari Avery, Cornell University, Ithaca, NY; 81311484648, Allan Dafoe, Cornell University, Ithaca, NY; 81100044211, Shay David, Cornell University, Ithaca, NY; 81311483203, Lisa Onaga, Cornell University, Ithaca, NY; 81311482110, Ivan Rosero, Amazon.com, Seattle, WA; 81311486869, Trevor Pinch, Cornell University, Ithaca, NY; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124815","Peripheral display of digital handwritten notes","3 ","3","46","885","ambient display; handwritten notes; peripheral display; tablet pc","4","81343495056, Gary Hsieh, Carnegie Mellon University, Pittsburgh, PA; 81344500170, Kenneth Wood, Microsoft Research Ltd; 81100309669, Abigail Sellen, Microsoft Research Ltd; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124817","Perspective cursor: perspective-based interaction for multi-display environments","21 ","12","128","1,441","direct-manipulation interfaces; multi-display interaction techniques; user interfaces","10","81100377766, Miguel A. Nacenta, University of Saskatchewan, Saskatoon, Canada; 81311484069, Samer Sallam, University of Saskatchewan, Saskatoon, Canada; 81100396839, Bernard Champoux, University of Saskatchewan, Saskatoon, Canada; 81100277483, Sriram Subramanian, University of Saskatchewan, Saskatoon, Canada; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Canada; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124818","Improving selection of off-screen targets with hopping","27 ","7","79","998","drag-and-pop; halo; off-screen targets; user interfaces","10","81100459517, Pourang Irani, University of Manitoba, Winnipeg, Canada; 81100275704, Carl Gutwin, University of Saskatchewan, Saskatoon, Canada; 81311481651, Xing Dong Yang, University of Alberta, Edmonton, Canada; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124819","Effects of display position and control space orientation on user preference and performance","22 ","10","77","897","display position; input-output mappings; spatial transformation","10","81100606762, Daniel Wigdor, University of Toronto & Mitsubishi Electric Research Labs; 81100343583, Chia Shen, Mitsubishi Electric Research Labs; 81100584798, Clifton Forlines, Mitsubishi Electric Research Labs; 81100503904, Ravin Balakrishnan, University of Toronto; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124821","The benefits of augmenting telephone voice menu navigation with visual browsing and search","13 ","1","38","921","instant messaging; keyword search; multimedia information systems; user interfaces; voice menu","10","81310484932, Min Yin, IBM Almaden Research Center, San Jose, CA; 81408591988, Shumin Zhai, IBM Almaden Research Center, San Jose, CA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124822","Time is of the essence: an evaluation of temporal compression algorithms","9 ","1","22","456","audio interfaces; excision; multimedia information systems; speech summary; speed-up; temporal compression; user/machine systems","10","81343507374, Simon Tucker, Sheffield University, UK, Sheffield, UK; 81100318557, Steve Whittaker, Sheffield University, UK, Sheffield, UK; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124823","Error correction of voicemail transcripts in SCANMail","3 ","2","27","448","confidence shading; error correction; speech recognition; voicemail","10","81100241308, Moira Burke, Carnegie Mellon University, Pittsburgh, PA; 81100346993, Brian Amento, AT&T Labs-Research, Florham Park, NJ; 81546277456, Philip Isenhour, AT&T Labs-Research, Florham Park, NJ; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124825","symSpline: symmetric two-handed spline manipulation","15 ","9","52","681","spline manipulation; symmetric interaction; user interfaces","10","81100323202, Celine Latulipe, University of Waterloo; 81311484965, Stephen Mann, University of Waterloo; 81100155157, Craig S. Kaplan, University of Waterloo; 81100390699, Charlie L. A. Clarke, University of Waterloo; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124826","Effects of feedback, mobility and index of difficulty on deictic spatial audio target acquisition in the horizontal plane","20 ","2","36","718","3d audio; gestures; spatial audio target acquisition","10","81100642927, Georgios N. Marentakis, University of Glasgow; 81100359199, Stephen A. Brewster, University of Glasgow; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124827","Prototyping retractable string-based interaction techniques for dual-display mobile devices","6 ","2","37","682","design styles; mobile interaction; retractable string-based input; wearable computing","4","81100428195, Gabor Blasko, Columbia University, Department of Computer Science, New York City, NY; 81100368798, Chandra Narayanaswami, IBM T.J. Watson Research Center, Hawthorne, NY; 81100427474, Steven Feiner, Columbia University, Department of Computer Science, New York City, NY; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124828","Enhancing human-machine interactions: virtual interface alteration through wearable computers","1 ","11","47","975","augmented reality; microcomputers; virtual interface alteration","4","81309486862, Alexandre Plouznikoff, &#201;cole Polytechnique de Montr&#233;al, Montreal, Canada; 81309484390, Nicolas Plouznikoff, &#201;cole Polytechnique de Montr&#233;al, Montreal, Canada; 81100332102, Jean-Marc Robert, &#201;cole Polytechnique de Montr&#233;al, Montreal, Canada; 81341489652, Michel Desmarais, &#201;cole Polytechnique de Montr&#233;al, Montreal, Canada; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124830","Evaluating a fisheye view of source code","13 ","3","40","1,238","eclipse; information visualization; user interfaces","10","81311485639, Mikkel R. Jakobsen, University of Copenhagen, Copenhagen, Denmark; 81100047223, Kasper Hornb&#230;k, University of Copenhagen, Copenhagen, Denmark; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124831","Barista: An implementation framework for enabling new tools, interaction techniques and views in code editors","7 ","0","65","636","end-user software engineering; programming environments; user interfaces","10","81100500360, Andrew J. Ko, Carnegie Mellon University, Pittsburgh, PA; 81100013136, Brad A. Myers, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124832","Answering why and why not questions in user interfaces","27 ","4","49","1,068","design tools and techniques; natural programming; questions; why","10","81100013136, Brad A. Myers, Carnegie Mellon University, Pittsburgh, PA; 81311481254, David A. Weitzman, Carnegie Mellon University, Pittsburgh, PA; 81100500360, Andrew J. Ko, Carnegie Mellon University, Pittsburgh, PA; 81311482767, Duen H. Chau, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124834","""Alone together?"": exploring the social dynamics of massively multiplayer online games","104 ","126","679","6,792","activity metrics; miscellaneous; social dynamics","10","81100116901, Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA; 81319504922, Nicholas Yee, Stanford University, Stanford, CA; 81311483684, Eric Nickell, Palo Alto Research Center, Palo Alto, CA; 81406599272, Robert J. Moore, Palo Alto Research Center, Palo Alto, CA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124835","Interweaving mobile games with everyday life","75 ","30","182","2,319","distributed systems; mobile multiplayer games; ubiquitous computing","10","81100405925, Marek Bell, University of Glasgow, Glasgow, United Kingdom; 81100086432, Matthew Chalmers, University of Glasgow, Glasgow, United Kingdom; 81331488921, Louise Barkhuus, University of Glasgow, Glasgow, United Kingdom; 81100012107, Malcolm Hall, University of Glasgow, Glasgow, United Kingdom; 81100522350, Scott Sherwood, University of Glasgow, Glasgow, United Kingdom; 81100474188, Paul Tennent, University of Glasgow, Glasgow, United Kingdom; 81100013375, Barry Brown, University of Glasgow, Glasgow, United Kingdom; 81311485174, Duncan Rowland, University of Lincoln, Lincoln, United Kingdom; 81100619971, Steve Benford, University of Nottingham, Nottingham, United Kingdom; 81309501528, Mauricio Capra, University of Nottingham, Nottingham, United Kingdom; 81335491126, Alastair Hampshire, University of Nottingham, Nottingham, United Kingdom; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124836","The Frame of the Game: Blurring the Boundary between Fiction and Reality in Mobile Experiences","46 ","13","87","1,123","ambiguity; frames; mixed reality performances; orchestration; spectators","10","81100619971, Steve Benford, University of Nottingham; 81100143427, Andy Crabtree, University of Nottingham; 81100228688, Stuart Reeves, University of Nottingham; 81100130517, Jennifer Sheridan, Lancaster University; 81100537116, Alan Dix, Lancaster University; 81100138797, Martin Flintham, University of Nottingham; 81100638532, Adam Drozd, University of Nottingham; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124838","Getting a grip on tangible interaction: a framework on physical space and social interaction","167 ","72","792","4,095","analysis; cscw; framework; social interaction; tangible interface","10","81100374937, Eva Hornecker, University of Sussex, Brighton, UK; 81100496089, Jacob Buur, MCI, University of Southern Denmark, S&#248;nderborg, Denmark; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124839","Finding design qualities in a tangible programming space","32 ","8","73","1,428","embodied interaction; tangible user interfaces","10","81100544117, Ylva Fernaeus, Stockholm University, Stockholm, Sweden; 81100187595, Jakob Tholander, Stockholm University, Stockholm, Sweden; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124840","Design requirements for technologies that encourage physical activity","168 ","70","435","3,482","design requirements; group and organization interfaces; obesity; pedometer; social support","10","81100459425, Sunny Consolvo, Intel Research Seattle, Seattle, WA & University of Washington, Seattle, WA; 81100584715, Katherine Everitt, University of Washington, Seattle, WA; 81452608837, Ian Smith, Intel Research Seattle, Seattle, WA; 81100103519, James A. Landay, Intel Research Seattle, Seattle, WA & University of Washington, Seattle, WA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124842","An intuitive text input method for touch wheels","7 ","1","34","950","mobile devices; text entry; user interfaces","4","81311481365, Morten Proschowsky, Technical University of Denmark, Kgs. Lyngby, Denmark; 81430661998, Nette Schultz, Technical University of Denmark, Kgs. Lyngby, Denmark; 81100533051, Niels Ebbe Jacobsen, Nokia Mobile Phone, Copenhagen, Denmark; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124843","A new error metric for text entry method evaluation","3 ","3","39","741","error metrics; novice learning and usability; user interfaces","4","81100009780, Jun Gong, Northeastern University, Boston, MA; 81100048540, Peter Tarasewich, Northeastern University, Boston, MA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124844","Text entry using a dual joystick game controller","16 ","6","66","853","dual control pad; game controller; user interfaces","4","81350567780, Andrew D. Wilson, Microsoft Research, Redmond, WA; 81100346089, Maneesh Agrawala, Microsoft Research, University of California, Berkeley, CA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124845","Trackball text entry for people with motor impairments","24 ","5","64","1,022","crossing; fitts' law; pointing; steering law; text input; unistrokes","10","81100086173, Jacob Wobbrock, Carnegie Mellon University, Pittsburgh, PA; 81100013136, Brad Myers, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124846","Few-key text entry revisited: mnemonic gestures on four keys","15 ","2","38","647","date stamp; gestures; mobile devices; text entry; unistrokes","4","81100086173, Jacob Wobbrock, Carnegie Mellon University, Pittsburgh, PA; 81100013136, Brad Myers, Carnegie Mellon University, Pittsburgh, PA; 81100304101, Brandon Rothrock, Carnegie Mellon University, Pittsburgh, PA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124848","The effect of speech recognition accuracy rates on the usefulness and usability of webcast archives","21 ","4","40","722","automatic speech recognition; navigational tools; user interfaces","10","81100559377, Cosmin Munteanu, University of Toronto, Toronto, Canada; 81100448368, Ronald Baecker, University of Toronto, Toronto, Canada; 81100263138, Gerald Penn, University of Toronto, Toronto, Canada; 81100332151, Elaine Toms, Dalhousie University, Halifax, Canada; 81543575956, David James, University of Toronto, Toronto, Canada; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124849","Visual search and reading tasks using ClearType and regular displays: two experiments","7 ","2","38","674","cleartype; miscellaneous; visual displays","9","81100023813, Andrew Dillon, University of Texas at Austin, School of Information, Austin, TX; 81328489224, Lisa Kleinman, University of Texas at Austin, School of Information, Austin, TX; 81100479397, Gil Ok Choi, University of Texas at Austin, School of Information, Austin, TX; 81100124459, Randolph Bias, University of Texas at Austin, School of Information, Austin, TX; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124850","Using hybrid networks for the analysis of online software development communities","5 ","1","29","615","miscellaneous; online communities; visualization","4","81375605292, Yevgeniy ""Eugene"" Medynskiy, Cornell University, Ithaca, NY; 81100116901, Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA; 81100287398, Ayman Farahat; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124851","Visualization of large hierarchical data by circle packing","11 ","6","123","1,525","circle packing; methodology and techniques; tree visualization","4","81546545856, Weixin Wang, Chinese Academy of Sciences, Beijing, P.R. China; 81406594260, Hui Wang, Chinese Academy of Sciences, Beijing, P.R. China; 81100172122, Guozhong Dai, Chinese Academy of Sciences, Beijing, P.R. China; 81100220294, Hongan Wang, Chinese Academy of Sciences, Beijing, P.R. China; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124853","Dispelling ""design"" as the black art of CHI","47 ","12","125","2,274","creative design; method; prototyping; theory; user interfaces","10","81100334692, Tracee Vetting Wolf, IBM Research Watson- Social Computing Group, Hathorne, NY; 81100618309, Jennifer A. Rode, University of California, Irvine, Irvine, CA; 81100635849, Jeremy Sussman, IBM Research Watson- Social Computing Group, Hathorne, NY; 81100457150, Wendy A. Kellogg, IBM Research Watson- Social Computing Group, Hathorne, NY; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124854","Interaction in creative tasks","8 ","10","69","1,231","collaboration; creativity; music","10","81311486358, Tim Coughlan, University of Bath, Bath, UK; 81100449440, Peter Johnson, University of Bath, Bath, UK; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124855","Implications for design","133 ","68","577","4,459","design; miscellaneous","10","81100521529, Paul Dourish, University of California, Irvine, Irvine, CA; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124857","Mobile phones and paper documents: evaluating a new approach for capturing microfinance data in rural India","57 ","10","68","1,494","document processing; microfinance; paper user interface; user interfaces","10","81100298867, Tapan S. Parikh, University of Washington, Seattle, WA; 81363601658, Paul Javid, University of Washington, Seattle, WA; 81311486756, Sasikumar K., Microsoft Research India, Bangalore, India; 81100558087, Kaushik Ghosh; 81100410420, Kentaro Toyama; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124858","Handling documents and discriminating objects in hybrid spaces","14 ","10","38","871","collaboration; miscellaneous","10","81100229533, Paul Luff, King's College London, London, United Kingdom; 81100164455, Christian Heath, King's College London, London, United Kingdom; 81100072975, Hideaki Kuzuoka, University of Tsukuba, Tsukuba, Japan; 81100620653, Keiichi Yamazaki, Saitama University, Saitama, Japan; 81100617644, Jun Yamashita, University of Tsukuba, Tsukuba, Japan; "
"CHI","06","http://dx.doi.org/10.1145/1124772.1124859","ButterflyNet: a mobile capture and access system for field biology research","94 ","4","107","1,313","augmented paper notebook; multimedia information systems","10","81100102222, Ron Yeh, Stanford University; 81408597619, Chunyuan Liao, University of Maryland; 81100364989, Scott Klemmer, Stanford University; 81100301845, Fran&#231;ois Guimbreti&#232;re, University of Maryland; 81452601833, Brian Lee, Stanford University; 81311485951, Boyko Kakaradov, Stanford University; 81311481124, Jeannie Stamberger, Stanford University; 81100130120, Andreas Paepcke, Stanford University; "
