"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","13","http://dx.doi.org/10.1145/2470654.2470668","Optimizing challenge in an educational game using large-scale design experiments","0 ","41","384","384","crowdsourcing; education; miscellaneous","10","81467653601, Derek Lomas, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81508692225, Kishan Patel, DA-IICT, Gandhinagar, Gujarat, India; 81100492013, Jodi L. Forlizzi, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81100484653, Kenneth R. Koedinger, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470669","From competition to metacognition: designing diverse, sustainable educational games","0 ","54","389","389","computer uses in education; games","10","81548028368, Stephen R. Foster, University of California, San Diego, La Jolla, California, USA; 81548028366, Sarah Esper, University of California, San Diego, San Diego, California, USA; 81100428731, William G. Griswold, University of California, San Diego, La Jolla, California, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470670","Why interactive learning environments can have it all: resolving design conflicts between competing goals","0 ","53","332","332","cognitive tutors; design; human factors; interactive learning environments; user interfaces","10","81331502472, Martina A. Rau, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81100516901, Vincent Aleven, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81316490681, Nikol Rummel, Ruhr-Universit&#228;t Bochum, Bochum, Pennsylvania, Germany; 81508684906, Stacie Rohrbach, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470672","Electric materialities and interactive technology","0 ","34","265","265","design theory; interaction design","10","81100303073, James Pierce, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81100513321, Eric Paulos, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470673","A conversation between trees: what data feels like in the forest","0 ","34","343","343","climate; environmentally engaged art; performance; slowness; user interfaces","10","81309497329, Rachel Jacobs, The University of Nottingham, Nottingham, UK; 81100619971, Steve Benford, The University of Nottingham, Nottingham, UK; 81467646336, Mark Selby, The University of Nottingham, Nottingham, UK; 81467666641, Michael Golembewski, The University of Nottingham, Nottingham, UK; 81557215656, Dominic Price, The University of Nottingham, Nottingham, UK; 81350583937, Gabriella Giannachi, The University of Exeter, Exeter, UK; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470674","Unlimited editions: three approaches to the dissemination and display of digital art","3 ","20","198","198","art; ethnography; miscellaneous","10","81100208849, Mark Blythe, Northumbria University, Newcastle upon Tyne, United Kingdom; 81549187556, Jo Briggs, Northumbria University, Newcastle upon Tyne, United Kingdom; 81416594009, Jonathan Hook, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81332536218, Peter Wright, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81100295667, Patrick Olivier, Newcastle University, Newcastle upon Tyne, United Kingdom; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470675","see me, feel me, touch me, hear me: trajectories and interpretation in a sculpture garden","0 ","23","217","217","art; collaboration; instructions.; miscellaneous; sculpture","10","81557137556, Lesley Fosh, The University of Nottingham, Nottingham, UK; 81100619971, Steve Benford, The University of Nottingham, Nottingham, UK; 81100228688, Stuart Reeves, The University of Nottingham, Nottingham, UK; 81100296314, Boriana Koleva, The University of Nottingham, Nottingham, UK; 81484657124, Patrick Brundell, The University of Nottingham, Nottingham, UK; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470677","Pointing at 3d target projections with one-eyed and stereo cursors","3 ","59","323","323","3d pointing; fitts\'19 law; selection","10","81392615854, Robert J. Teather, York University, Toronto, Ontario, Canada; 81100214718, Wolfgang Stuerzlinger, York University, Toronto, Ontario, Canada; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470678","Creating and analyzing stereoscopic 3D graphical user interfaces in digital games","0 ","36","285","285","depth; game; miscellaneous; stereoscopic 3d; user interfaces","10","81440608318, Jonas Schild, University of Duisburg-Essen, Duisburg, Germany; 81557723956, Liane B&#246;licke, University of Duisburg-Essen, Duisburg, Germany; 81100283513, Joseph J. LaViola Jr., University of Central Florida, Orlando, USA; 81100616924, Maic Masuch, University of Duisburg-Essen, Duisburg, Germany; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470679","BeThere: 3D mobile collaboration with spatial input","0 ","131","769","769","around device interaction; collaboration; user interfaces","10","81548021276, Rajinder S. Sodhi, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA; 81558346156, Brett R. Jones, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA; 81550533056, David Forsyth, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA; 81548021278, Brian P. Bailey, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA; 81548021279, Giuliano Maciocci; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470680","SpaceTop: integrating 2D and spatial 3D interactions in a see-through desktop environment","0 ","57","449","449","3d ui; desktop management","4","81460646887, Jinha Lee, Massachusettes Institute of Technology Media Laboratory, Cambridge, Massachusetts &#38; Microsoft Applied Sciences Group, Redmond, Washington, USA; 81309497296, Alex Olwal, Massachusettes Institute of Technology Media Laboratory, Cambridge, Massachusetts, USA; 81100363076, Hiroshi Ishii, Massachusettes Institute of Technology Media Laboratory, Cambridge, Massachusetts, USA; 81557742856, Cati Boulanger, Microsoft Applied Sciences Group, Redmond, Washington, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470681","3D object position using automatic viewpoint transitions","0 ","25","246","246","3d interaction; 3d pointing; four-views configuration","4","81342506548, Michael Ortega, Universite Grenoble I/CNRS, Grenoble, France; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470683","Form digitization in BPO: from outsourcing to crowdsourcing?","0 ","31","183","183","business process; ethnography; outsourcing","10","81100041250, Jacki O'Neill, Xerox Research Centre Europe, Meylan, France; 81554081556, Shourya Roy, Xerox Research Centre Europe, Meylan, France; 81100014484, Antonietta Grasso, Xerox Research Centre Europe, Meylan, France; 81100390624, David Martin; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470684","Crowdsourcing performance evaluations of user interfaces","2 ","46","320","320","crowdsourcing; user interface evaluation","10","81557130156, Steven Komarov, Harvard University, Cambridge, Massachusetts, USA; 81350583575, Katharina Reinecke, Harvard University, Cambridge, Massachusetts, USA; 81100593751, Krzysztof Z. Gajos, Harvard University, Cambridge, Massachusetts, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470685","A multi-site field study of crowdsourced contextual help: usage and perspectives of end users and software teams","0 ","21","187","187","contextual help; field deployments; help systems; user interfaces","10","81416609224, Parmit K. Chilana, University of Washington, Seattle, Washington, USA; 81100500360, Andrew J. Ko, University of Washington, Seattle, Washington, USA; 81100086173, Jacob O. Wobbrock, University of Washington, Seattle, Washington, USA; 81502653209, Tovi Grossman; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470686","A pilot study of using crowds in the classroom","0 ","50","269","269","crowdsourcing; feedback; innovation","10","81758794857, Steven Dow, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81502725085, Elizabeth Gerber, Northwestern University, Evanston, Illinois, USA; 81557627356, Audris Wong, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470688","Flexpad: highly flexible bending interactions for projected handheld displays","2 ","70","510","510","bending; depth camera; handheld display; tracking; volumetric data","10","81384613099, J&#252;rgen Steimle, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA; 81453661800, Andreas Jordt, Christian-Albrechte-Universitat &#38; Kiel University of Applied Sciences, Kiel, Germany; 81100086306, Pattie Maes, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470689","A multi-touch interface for fast architectural sketching and massing","0 ","31","482","482","building design; multi-touch; user interfaces","10","81484649380, Qian Sun, Nanyang Technological University, Singapore, Singapore; 81556497656, Juncong Lin, Xiamen University, Xiamen, Fujian, China; 81100244740, Chi-Wing Fu, Nanyang Technological University, Singapore, Singapore; 81421600560, Sawako Kaijima, Singapore University of Technology and Design, Singapore, Singapore; 81100331607, Ying He, Nanyang Technological University, Singapore, Singapore; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470690","Gesture studio: authoring multi-touch interactions through demonstration and declaration","0 ","48","299","299","declaration; probabilistic reasoning; state machines","10","81557929856, Hao L&#252;, University of Washington, Seattle, WA, USA; 81350580013, Yang Li, Google Research, Mountain View, California, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470691","EventHurdle: supporting designers' exploratory interaction prototyping with gesture-based sensors","0 ","25","287","287","exploratory prototyping; user interfaces","10","81416603647, Ju-Whan Kim, KAIST (Korea Advanced Institute of Science and Technology), Daejeon, Republic of Korea; 81100320511, Tek-Jin Nam, KAIST (Korea Advanced Institute of Science and Technology), Daejeon, Republic of Korea; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470692","Small, medium, or large?: estimating the user-perceived scale of stroke gestures","0 ","21","237","237","bayes' rule; gesture recognition; gesture size; pen gestures","4","81343507895, Radu-Daniel Vatavu, University Stefan cel Mare of Suceava, Suceava, Romania; 81435598560, G&#233;ry Casiez, LIFL &#38; INRIA Lille, University of Lille, Villeneuve d'Ascq, France; 81100131444, Laurent Grisoni, LIFL &#38; INRIA Lille, University of Lille, Villeneuve d'Ascq, France; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470693","Indirect shear force estimation for multi-point shear force operations","0 ","25","232","232","force sensing; shear force; user interfaces","4","81484643096, Seongkook Heo, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; 81100384871, Geehyuk Lee, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470695","Still looking: investigating seamless gaze-supported selection, positioning, and manipulation of distant targets","1 ","48","291","291","distant displays; gaze interaction; positioning; user interfaces","10","81385603177, Sophie Stellmach, Technische Universit&#228;t Dresden, Dresden, Germany; 81100509454, Raimund Dachselt, Technische Universit&#228;t Dresden, Dresden, Germany; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470696","Individual user characteristics and information visualization: connecting the dots through eye tracking","1 ","43","276","276","adaptive information visualization; information visualization; user characteristics","10","81508705756, Dereck Toker, University of British Columbia, Vancouver, British Columbia, Canada; 81508700158, Cristina Conati, University of British Columbia, Vancouver, British Columbia, Canada; 81436602697, Ben Steichen, University of British Columbia, Vancouver, British Columbia, Canada; 81100417032, Giuseppe Carenini, University of British Columbia, Vancouver, British Columbia, Canada; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470697","EyeContext: recognition of high-level contextual cues from human visual behaviour","0 ","35","228","228","applications; electrooculography; miscellaneous","4","81372593219, Andreas Bulling, Max Planck Institute for Informatics, Saarbr&#252;cken, Germany; 81555864056, Christian Weichel, Lancaster University, Lancaster, UK; 81452616827, Hans Gellersen, Lancaster University, Lancaster, UK; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470698","A preliminary investigation of human adaptations for various virtual eyes in video see-through HMDS","0 ","24","164","164","adaptation; immersive reality; task performance.; visual displacement","4","81558132256, Joong Ho Lee, Korea Institute of Science and Technology (KIST), Seoul, South Korea; 81557111356, Sei-young Kim, Korea Institute of Science and Technology (KIST), Seoul, South Korea; 81557088356, Hae Cheol Yoon, Korea Institute of Science and Technology (KIST), Seoul, South Korea; 81556854356, Bo Kyung Huh, Korea Institute of Science and Technology (KIST), Seoul , South Korea; 81317499119, Ji-Hyung Park, Korea Institute of Science and Technology (KIST), Seoul, South Korea; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470700","Digital motherhood: how does technology help new mothers?","0 ","41","307","307","communications applications; motherhood; social issues; systems and information theory","10","81100256346, Lorna Gibson, University of Dundee, Dundee, UK; 81100646151, Vicki L. Hanson, University of Dundee, Dundee, UK; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470701","Age-related performance issues for PIN and face-based authentication systems","0 ","27","161","161","authentication; older adults; usable security","10","81335495442, James Nicholson, Northumbria University, Newcastle upon Tyne, UK; 81502660249, Lynne Coventry, Northumbria University, Newcastle upon Tyne, UK; 81100277550, Pam Briggs, Northumbria University, Newcastle upon Tyne, UK; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470702","The presentation of health-related search results and its impact on negative emotional outcomes","0 ","27","192","192","health literacy; negative effects","10","81558019956, Carolyn Lauckner, Michigan State University, East Lansing, Michigan, USA; 81343495056, Gary Hsieh, Michigan State University, East Lansing, Michigan, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470703","Age-related differences in performance with touchscreens compared to traditional mouse input","1 ","52","397","397","accessibility; older adults; user interfaces","4","81100170743, Leah Findlater, University of Maryland, College Park, Maryland, USA; 81502661896, Jon E. Froehlich, University of Maryland, College Park, Maryland, USA; 81557339656, Kays Fattal, University of Maryland, College Park, Maryland, USA; 81100086173, Jacob O. Wobbrock, University of Washington, Seattle, Washington, USA; 81556443256, Tanya Dastyar, University of Maryland, College Park, Maryland, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470704","Access lens: a gesture-based screen reader for real-world documents","1 ","38","280","280","accessibility; blindness; gestures","4","81329489903, Shaun K. Kane, University of Maryland, Baltimore County, Baltimore, Maryland, USA; 81488651504, Brian Frey, University of Maryland, Baltimore County, Baltimore, Maryland, USA; 81100086173, Jacob O. Wobbrock, University of Washington, Seattle, Washington, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470706","LEMtool: measuring emotions in visual interfaces","0 ","32","305","305","emotion; user experience; visual appeal","10","81548933756, Gijs Huisman, University of Twente, Enschede, Netherlands; 81339533618, Marco van Hout, University of Twente, Enschede, Netherlands; 81453623166, Elisabeth van Dijk, University of Twente, Enschede, Netherlands; 81339533680, Thea van der Geest, University of Twente, Enschede, Netherlands; 81100590104, Dirk Heylen; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470707","Exploring personality-targeted UI design in online social participation systems","0 ","27","229","229","anchoring.; emotional stability; miscellaneous; theory-driven design","10","81339520089, Oded Nov, Polytechnic Institute of New York University, Brooklyn, USA; 81440606188, Ofer Arazy, University of Alberta, Edmonton, Canada; 81414602656, Claudia L&#243;pez, University of Pittsburgh, Pittsburgh, USA; 81100554547, Peter Brusilovsky, University of Pittsburgh, Pittsburgh, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470708","Using crowdsourcing to support pro-environmental community activism","1 ","45","281","281","community activism; miscellaneous; participatory urbanism, crowdsourcing","10","81557568956, Elaine Massung, University of Bristol, Bristol, UK; 81333488106, David Coyle, University of Bristol, Bristol, UK; 81100166410, Kirsten F. Cater, University of Bristol, Bristol, UK; 81557462056, Marc Jay, University of Bristol, Bristol, UK; 81322504485, Chris Preist, University of Bristol, Bristol, UK; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470709","Designing and theorizing co-located interactions","0 ","20","198","198","co-located interaction; design research; theory","10","81442618424, Thomas Reitmaier, University of Cape Town, Cape Town, South Africa; 81558110456, Pierre Benz, University of Cape Town, Cape Town, South Africa; 81452608565, Gary Marsden, University of Cape Town, Cape Town, South Africa; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470710","Scenario-based interactive UI design","0 ","54","330","330","design tool; traceability; user interfaces","4","81558003656, Koki Kusano, NTT Service Evolution Laboratories, Hikari-on-oka, Yokosuka-Shi, Kanagawa, Japan; 81460652295, Momoko Nakatani, NTT Service Evolution Laboratories, Hikari-on-oka, Yokosuka-Shi, Kanagawa, Japan; 81328489815, Takehiko Ohno, NTT Service Evolution Laboratories, Hikari-on-oka, Yokosuka-Shi, Kanagawa, Japan; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470711","Regularly visited patches in human mobility","2 ","21","158","158","human mobility; regularly visited patches","4","81558235356, Yan Qu, Pitney Bowes Inc., Shelton, Connecticut, USA; 81350582266, Jun Zhang; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470713","Large-scale participation: a case study of a participatory approach to developing a new public library","1 ","42","327","327","citizen involvement; interaction design; participatory design","10","81100468838, Peter Dalsgaard, Aarhus University, Aarhus, Denmark; 81324489214, Eva Eriksson, Chalmers University of Technology, Gothenburg, Sweden; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470714","Probing bus stop for insights on transit co-design","0 ","40","206","206","co-design; egovernment; political design; service design; transit","10","81556772856, Daisy Yoo, University of Washington, Seattle, Washington, USA; 81406592256, John Zimmerman, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81503651895, Tad Hirsch, University of Washington, Seattle, Washington, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470715","A value sensitive action-reflection model: evolving a co-design space with stakeholder and designer prompts","0 ","27","209","209","co-design; design method; homeless young people; mobile technologies; reflection-on-action; security; value sensitive action-reflection model","10","81556772856, Daisy Yoo, University of Washington, Seattle, Washington, USA; 81430670554, Alina Huldtgren, Delft University of Technology, Delft, The Netherlands; 81435608664, Jill Palzkill Woelfer, University of Washington, Seattle, Washington, USA; 81100622591, David G. Hendry, University of Washington, Seattle, Washington, USA; 81100636215, Batya Friedman, University of Washington, Seattle, Washington, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470716","Configuring participation: on how we involve people in design","0 ","49","337","337","miscellaneous; participatory design; performance art","10","81310491267, John Vines, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81501686180, Rachel Clarke, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81332536218, Peter Wright, Newcastle University, Newcastle Upon Tyne, United Kingdom; 81406600199, John McCarthy, University College Cork, Cork, Ireland; 81100295667, Patrick Olivier, Newcastle University, Newcastle upon Tyne, United Kingdom; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470718","The efficacy of human post-editing for language translation","0 ","41","235","235","experiment; modeling; post-editing","10","81467647103, Spence Green, Stanford University, Palo Alto, CA, USA; 81100465553, Jeffrey Heer, Stanford University, Palo Alto, California, USA; 81100571278, Christopher D. Manning, Stanford University, Palo Alto, California, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470719","Same translation but different experience: the effects of highlighting on machine-translated conversations","0 ","19","125","125","brainstorming; highlighting; multilingual communication","10","81498646640, Ge Gao, Cornell University, Ithaca, New York, USA; 81553656356, Hao-Chuan Wang, National Tsing Hua University, HsinChu, Taiwan; 81100288358, Dan Cosley, Cornell University, Ithaca, New York, USA; 81100583820, Susan R. Fussell, Cornell University, Ithaca, New York, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470720","Improving teamwork using real-time language feedback","0 ","25","183","183","cmc; feedback; linguistic analysis","10","81456636885, Yla R. Tausczik, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; 81392619251, James W. Pennebaker, The University of Texas at Austin, Austin, Texas, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470721","SpatialEase: learning language through body motion","0 ","26","166","166","embodied gaming; language learning","4","81548018660, Darren Edge, Microsoft Research Asia, Beijing, China; 81416600159, Kai-Yin Cheng, National Taiwan University, Taipei, Taiwan &#38; Microsoft Research Asia, Beijing, China; 81339536303, Michael Whitney, University of North Carolina, Charlotte, NC, USA &#38; Microsoft Research Asia, Beijing, China; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470723","Using fNIRS brain sensing to evaluate information visualization interfaces","0 ","26","156","156","bci; evaluation; user interfaces","10","81474642862, Evan M M. Peck, Tufts University, Medford, Massachusetts, USA; 81460657313, Beste F. Yuksel, Tufts University, Medford, Massachusetts, USA; 81550272556, Alvitta Ottley, Tufts University, Medford, Massachusetts, USA; 81100438120, Robert J.K. Jacob, Tufts University, Medford, Massachusetts, USA; 81319489175, Remco Chang, Tufts University, Medford, MA, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470724","Weighted graph comparison techniques for brain connectivity analysis","0 ","65","375","375","brain connectivity analysis; graph comparison","10","81490689860, Basak Alper, University of California - Santa Barbara, Santa Barbara, California, USA; 81482661013, Benjamin Bach, INRIA, Paris, France; 81502798938, Nathalie Henry Riche, Microsoft Research, Redmond, Washington, USA; 81100203466, Tobias Isenberg, INRIA, Saclay, France; 81100194446, Jean-Daniel Fekete, INRIA, Paris, France; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470725","At the interface of biology and computation","0 ","22","144","144","computational biology; ethnography; miscellaneous; science studies","10","81100517358, Alex S. Taylor, Microsoft Research, Cambridge, United Kingdom; 81100334753, Nir Piterman, University of Leicester, Leicester, United Kingdom; 81100570936, Samin Ishtiaq, Microsoft Research, Cambridge, United Kingdom; 81323490339, Jasmin Fisher, Microsoft Research, Cambridge, United Kingdom; 81323489213, Byron Cook, Microsoft Research, Cambridge, United Kingdom; 81508705694, Caitlin Cockerton, Microsoft Research, Cambridge, United Kingdom; 81377593529, Sam Bourton, Royal College of Art, London, United Kingdom; 81508705526, David Benque; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470727","Crowdfunding inside the enterprise: employee-initiatives for innovation and collaboration","0 ","57","351","351","crowdfunding; enterprise; innovation","10","81332517372, Michael Muller, IBM Research, Cambridge, Massachusetts, USA; 81100543332, Werner Geyer, IBM Research, Cambridge, Massachusetts, USA; 81556939656, Todd Soule, IBM Research, Cambridge, Massachusetts, USA; 81479653129, Steven Daniels, IBM Research, Cambridge, Massachusetts, USA; 81556505956, Li-Te Cheng, IBM Research, Cambridge, Massachusetts, USA; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470728","Community insights: helping community leaders enhance the value of enterprise online communities","1 ","29","170","170","community leaders; iterative design; online communities; workplace","10","81100545675, Tara Matthews, IBM Research, San Jose, California, USA; 81100318557, Steve Whittaker, University of California, Santa Cruz, Santa Cruz, California, USA; 81413603985, Hernan Badenes, IBM, Buenos Aires, Argentina; 81539764956, Barton A. Smith, IBM Research, San Jose, California, USA; 81332517372, Michael Muller, IBM Research, Cambridge, Massachusetts, USA; 81331492075, Kate Ehrlich, IBM Research, Cambridge, Massachusetts, USA; 81100264735, Michelle X. Zhou, IBM Research, San Jose, California, USA; 81555333856, Tessa Lau; "
"CHI","13","http://dx.doi.org/10.1145/2470654.2470729","CommunityCompare: visually comparing communities for online community leaders in the enterprise","1 ","8","109","109","community leaders; group and organization interfaces; online communities; visualization","10","81542802456, Anbang Xu, University of Illinois at Urbana-Champaign, Urbana, Illinois, USA; 81556726956, Jilin Chen, IBM Research, San Jose, California, USA; 81100545675, Tara Matthews, IBM Research, San Jose, California, USA; 81332517372, Michael Muller, IBM Research, Cambridge, Massachusetts, USA; 81413603985, Hernan Badenes, IBM, Buenos Aires, Argentina; "
