"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","10","http://dx.doi.org/10.1145/1753326.1753349","Independence and interaction: understanding seniors' privacy and awareness needs for aging in place","5 ","6","116","754","aging in place; awareness; home; privacy","10","81100651315, Jeremy Birnholtz, Cornell University, Ithaca, NY, USA; 81460657279, McKenzie Jones-Rounds, Cornell University, Ithaca, NY, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753350","Contravision: exploring users' reactions to futuristic technology","9 ","9","105","717","contravision; elicitation methods; human factors; personal technology; representation; theory; video","10","81100207640, Clara Mancini, The Open University, Milton Keynes, United Kingdom; 81100173923, Yvonne Rogers, The Open University, Milton Keynes, United Kingdom; 81100396043, Arosha K. Bandara, The Open University, Milton Keynes, United Kingdom; 81460646449, Tony Coe, The Open University, Milton Keynes, United Kingdom; 81438596511, Lukasz Jedrzejczyk, UNiversity of Bath, Bath, United Kingdom; 81100339752, Adam N. Joinson, The Open University, Milton Keynes, United Kingdom; 81100551103, Blaine A. Price, The Open University, Milton Keynes, United Kingdom; 81443594273, Keerthi Thomas, University of Limerick, Limerick, Ireland; 81100488632, Bashar Nuseibeh; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753351","I don't mind being logged, but want to remain in control: a field study of mobile activity and context logging","8 ","13","140","903","context; human factors; miscellaneous; user experience","10","81435606881, Tuula K&#228;rkk&#228;inen, Tampere University of Technology, Tampere, Finland; 81351608968, Tuomas Vaittinen, Nokia Research Center, Helsinki, Finland; 81100259784, Kaisa V&#228;&#228;n&#228;nen-Vainio-Mattila, Tampere University of Technology, Tampere, Finland; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753353","Catalyzing social support for breast cancer patients","16 ","9","62","474","design; health consumers; participatory design","10","81100231519, Meredith M. Skeels, University of Washington, Seattle, WA, USA; 81100236202, Kenton T. Unruh, University of Washington, Seattle, WA, USA; 81332521614, Christopher Powell, University of Washington, Seattle, WA, USA; 81100298117, Wanda Pratt, University of Washington, Seattle, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753354","Transforming clinic environments into information workspaces for patients","7 ","9","96","502","collaboration; design; medical informatics; personal health informatics","10","81100236202, Kenton T. Unruh, University of Washington, Seattle, WA, USA; 81100231519, Meredith Skeels, University of Washington, Seattle, WA, USA; 81460656569, Andrea Civan-Hartzler, University of Washington, Seattle, WA, USA; 81100298117, Wanda Pratt, University of Washington, Seattle, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753355","Blowing in the wind: unanchored patient information work during cancer care","7 ","12","77","457","design; medical information systems; personal health informatics; user study","10","81407594537, Predrag Klasnja, University of Washington, Seattle, WA, USA; 81460656569, Andrea Civan Hartzler, University of Washington, Seattle, WA, USA; 81100236202, Kent T. Unruh, University of Washington, Seattle, WA, USA; 81100298117, Wanda Pratt, University of Washington, Seattle, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753357","Crowdsourcing graphical perception: using mechanical turk to assess visualization design","52 ","46","449","1,834","crowdsourcing; evaluation/methodology; experimentation; human factors; mechanical turk","10","81100465553, Jeffrey Heer, Stanford University, Stanford, CA, USA; 81444608893, Michael Bostock, Stanford University, Stanford, CA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753358","ManyNets: an interface for multiple network analysis and visualization","10 ","20","277","1,339","experimentation; graphical user interface; information visualization; network analysis; theory","10","81100285020, Manuel Freire, University of Maryland, College Park, MD, USA; 81100041782, Catherine Plaisant, University of Maryland, College Park, MD, USA; 81100146468, Ben Shneiderman, University of Maryland, College Park, MD, USA; 81100123477, Jen Golbeck, University of Maryland, College Park, MD, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753359","A comparative evaluation on tree visualization methods for hierarchical structures with large fan-outs","1 ","7","109","733","browsing; evaluation; human factors; multi-column layout; topology","10","81460641408, Hyunjoo Song, Seoul National University, Seoul, South Korea; 81337490473, Bohyoung Kim, Seoul National University, Seoul, South Korea; 81409593205, Bongshin Lee, Microsoft Research, Redmond, WA, USA; 81100413624, Jinwook Seo, Seoul National University, Seoul, South Korea; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753361","The rogue in the lovely black dress: intimacy in world of warcraft","17 ","10","136","2,264","design; intimacy; miscellaneous; sociability; world of warcraft","10","81350580480, Tyler Pace, Indiana University, Bloomington, IN, USA; 81100057558, Shaowen Bardzell, Indiana University, Bloomington, IN, USA; 81100057577, Jeffrey Bardzell, Indiana University, Bloomington, IN, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753362","Physical activity motivating games: virtual rewards for real activity","14 ","25","183","1,214","behavioural change; experimentation; games; interaction styles; physical activity; user study.","10","81100167944, Shlomo Berkovsky, CSIRO, Hobart, Australia; 81453651898, Mac Coombe, CSIRO, Hobart, Australia; 81100523340, Jill Freyne, CSIRO, Hobart, Australia; 81375592683, Dipak Bhandari, CSIRO, Hobart, Australia; 81361607493, Nilufar Baghaei, CSIRO, Hobart, Australia; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753363","Understanding and evaluating cooperative games","15 ","36","202","1,062","cooperative game design; design; game design; testing","10","81100375511, Magy Seif El-Nasr, Simon Fraser University, Vancouver, BC, Canada; 81460652176, Bardia Aghabeigi, Simon Fraser University, Vancouver, BC, Canada; 81388591962, David Milam, Simon Fraser University, Vancouver, BC, Canada; 81460656397, Mona Erfani, Simon Fraser University, Vancouver, BC, Canada; 81460656690, Beth Lameman, Simon Fraser University, Vancouver, BC, Canada; 81460655784, Hamid Maygoli; 81541057556, Sang Mah; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753365","Occlusion-aware interfaces","22 ","17","140","1,592","hand; image processing; occlusion","10","81100054467, Daniel Vogel, University of Toronto, Toronto, ON, Canada; 81100503904, Ravin Balakrishnan, University of Toronto, Toronto, ON, Canada; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753366","High-precision magnification lenses","11 ","9","189","1,234","design; human factors; navigation; selection","10","81311484266, Caroline Appert, LRI (Universit&#233; Paris-Sud &#38; CNRS), Orsay, France; 81319489300, Olivier Chapuis, LRI (Universit&#233; Paris-Sud &#38; CNRS), Orsay, France; 81100222004, Emmanuel Pietriga, INRIA, Orsay, France; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753367","Quasi-qwerty soft keyboard optimization","17 ","15","102","696","human factors; optimization; soft keyboard","4","81309485662, Xiaojun Bi, University of Toronto, Toronto, ON, Canada; 81100079617, Barton A. Smith, IBM Research - Almaden, San Jose, CA, USA; 81408591988, Shumin Zhai, IBM Research - Almaden, San Jose, CA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753369","An unobtrusive behavioral model of ""gross national happiness""","22 ","25","198","1,217","emotion; gross national happiness; miscellaneous; quantitative methods; theory","4","81100175734, Adam D.I. Kramer, University of Oregon, Eugene, OR, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753370","The tower of Babel meets web 2.0: user-generated content and its applications in a multilingual context","14 ","6","70","520","collaborative computing; explicit semantic analysis; hyperlingual; language; semantic relatedness","10","81350577456, Brent Hecht, Northwestern University, Evanston, IL, USA; 81100246470, Darren Gergle, Northwestern University, Evanston, IL, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753371","Indexicality of language and the art of creating treasures","0 ","1","32","256","context; geocache; human factors; language; linguistics; miscellaneous","4","81100226061, Matti J. Rantanen, Aalto University, Espoo, Finland; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753373","Why pay?: exploring how financial incentives are used for question &#38; answer","10 ","6","79","416","experimentation; pay-for-answer; question and answer; web-based interaction","10","81343495056, Gary Hsieh, Carnegie Mellon University, Pittsburgh, PA, USA; 81328489038, Robert E. Kraut, Carnegie Mellon University, Pittsburgh, PA, USA; 81328488846, Scott E. Hudson, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753374","Hidden markets: UI design for a P2P backup application","5 ","8","45","337","design; economics; experimentation; market design; ui design","10","81385595731, Sven Seuken, Harvard University, Cambridge, MA, USA; 81100110196, Kamal Jain, Microsoft Research, Redmond, WA, USA; 81100255664, Desney S. Tan, Microsoft Research, Redmond, WA, USA; 81100280834, Mary Czerwinski, Microsoft Research, Redmond, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753375","Re-examining price as a predictor of answer quality in an online q&#38;a site","3 ","3","50","335","design; experimentation; information exchange; knowledge market; online community","4","81460645633, Grace YoungJoo Jeon, University of Michigan, Ann Arbor, MI, USA; 81460651394, Yong-Mi Kim, University of Michigan, Ann Arbor, MI, USA; 81408597137, Yan Chen, University of Michigan, Ann Arbor, MI, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753376","Why users of yahoo!: answers do not answer questions","4 ","11","78","603","community; miscellaneous; q&#38;a","4","81100428285, David Dearman, University of Toronto, Toronto, ON, Canada; 81339532748, Khai N. Truong, University of Toronto, Toronto, ON, Canada; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753378","Crosstrainer: testing the use of multimodal interfaces in situ","8 ","5","61","713","audio feedback; crossmodal interaction; experimentation; human factors; multimodal interaction","10","81311484652, Eve Hoggan, University of Glasgow, Glasgow, United Kingdom; 81100359199, Stephen A. Brewster, University of Glasgow, Glasgow, United Kingdom; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753379","Newport: enabling sharing during mobile calls","3 ","3","55","608","collaboration; computer-supported cooperative work; desktop sharing; human factors; interaction styles; sharing","10","81100658274, Junius A. Gunaratne, University of California, Irvine, Irvine, CA, USA; 81332491415, A. J. Bernheim Brush, Microsoft Research, Redmond, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753380","Attractive phones don't have to work better: independent effects of attractiveness, effectiveness, and efficiency on perceived usability","8 ","13","111","1,138","aesthetics; benchmarking; experimentation; mobile phone; sus","10","81460653397, Jeffrey M. Quinn, Sprint Nextel, Overland Park, KS, USA; 81460652728, Tuan Q. Tran, Sprint Nextel, Overland Park, KS, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753382","Using reinforcement to strengthen users' secure behaviors","3 ","10","67","449","audited dialogs; human factors; operant conditioning; security; security-reinforcing application; user interfaces; vicarious learning","10","81371590788, Ricardo Mark Villamar&#237;n-Salom&#243;n, University of Pittsburgh, Pittsburgh, PA, USA; 81100207789, Jos&#233; Carlos Brustoloni, University of Pittsburgh, Pittsburgh, PA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753383","Who falls for phish?: a demographic analysis of phishing susceptibility and effectiveness of interventions","10 ","35","202","887","experimentation; human factors; mechanical turk; psychology; security; software psychology; user behavior","10","81335497366, Steve Sheng, Carnegie Mellon University, Pittsburgh, PA, USA; 81315489397, Mandy Holbrook, Carnegie Mellon University, Pittsburgh, PA, USA; 81328489236, Ponnurangam Kumaraguru, Carnegie Mellon University, Pittsburgh, PA, USA; 81100472223, Lorrie Faith Cranor, Carnegie Mellon University, Pittsburgh, PA, USA; 81315488083, Julie Downs; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753384","The true cost of unusable password policies: password use in the wild","21 ","50","243","1,202","authentication; miscellaneous; passwords; usable security","10","81418595388, Philip G. Inglesant, University College London, London, United Kingdom; 81453650658, M. Angela Sasse, University College London, London, United Kingdom; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753386","Exploiting knowledge-in-the-head and knowledge-in-the-social-web: effects of domain expertise on exploratory search in individual and social search environments","4 ","5","61","506","domain expertise; human factors; search behavior; user issues","10","81442608606, Ruogu Kang, University of Illinois at Urbana-Champaign, Urbana, IL, USA; 81100244379, Wai-Tat Fu, University of Illinois at Urbana-Champaign, Urbana, IL, USA; 81100137586, Thomas George Kannampallil, University of Illinois at Urbana-Champaign, Urbana, IL, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753387","Interactive effects of age and interface differences on search strategies and performance","6 ","6","58","528","age differences; experimentation; interface affordance; problem solving, control methods, and search; user interfaces","10","81416603161, Jessie Chin, University of Illinois at Urbana Champaign, Urbana, IL, USA; 81100244379, Wai-Tat Fu, University of Illinois at Urbana Champaign, Urbana, IL, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753388","Children's roles using keyword search interfaces at home","19 ","8","82","663","children; internet; search; search process; typing","10","81100365303, Allison Druin, University of Maryland, College Park, MD, USA; 81435595763, Elizabeth Foss, University of Maryland, College Park, MD, USA; 81100324121, Hilary Hutchinson, Google, Inc., Mountain View, CA, USA; 81100043718, Evan Golub, University of Maryland, College Park, MD, USA; 81435607424, Leshell Hatley, University of Maryland, College Park, MD, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753390","The infrastructure problem in HCI","8 ","15","268","1,232","design; human-centered design; miscellaneous","10","81100595699, W. Keith Edwards, Georgia Institute of Technology, Atlanta, GA, USA; 81406594629, Mark W. Newman, University of Michigan, Ann Arbor, MI, USA; 81339522411, Erika Shehan Poole, Georgia Institute of Technology, Atlanta, GA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753392","BuzzWear: alert perception in wearable tactile displays on the wrist","7 ","10","285","1,129","attention; haptic i/o; performance; wearable computing","10","81100410996, Seungyon ""Claire"" Lee, Georgia Institute of Technology, Atlanta, GA, USA; 81100175439, Thad Starner, Georgia Institute of Technology, Atlanta, GA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753393","i*CATch: a scalable plug-n-play wearable computing framework for novices and children","6 ","7","356","1,234","computational textiles; e-textiles; general; i*catch; real-time and embedded systems; wearable computing","10","81100430876, Grace Ngai, Hong Kong Polytechnic University, Kowloon, Hong Kong; 81100177282, Stephen C.F. Chan, Hong Kong Polytechnic University, Kowloon, Hong Kong; 81100470735, Vincent T.Y. Ng, Hong Kong Polytechnic University, Kowloon, Hong Kong; 81414612977, Joey C.Y. Cheung, Hong Kong Polytechnic University, Kowloon, Hong Kong; 81460654415, Sam S.S. Choy, Hong Kong Polytechnic University, Kowloon, Hong Kong; 81414607133, Winnie W.Y. Lau, Hong Kong Polytechnic University, Kowloon, Hong Kong; 81440613296, Jason T.P. Tse, Hong Kong Polytechnic University, Kowloon, Hong Kong; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753394","Skinput: appropriating the body as an input surface","80 ","61","707","3,162","audio interfaces; buttons; finger input; human factors; on-body interaction","10","81350573130, Chris Harrison, Carnegie Mellon University, Pittsburgh, PA, USA; 81100255664, Desney Tan, Microsoft Research, Redmond, WA, USA; 81405594249, Dan Morris, Microsoft Research, Redmond, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753396","Hand in hand with the material: designing for suppleness","9 ","9","78","486","computer material; design; friends; movement interaction; sensor node","10","81100597574, Petra Sundstr&#246;m, Mobile Life @ Stockholm University, Kista, Sweden; 81341491415, Kristina H&#246;&#246;k, Mobile Life @ Stockholm University, Kista, Sweden; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753397","The Case of the Disappearing Ox: Seeing Through Digital Images to an Analysis of Ancient Texts","6 ","7","80","518","cscw; ethnomethodology; requirements engineering; usability.","10","81460655031, Grace de la Flor, University of Oxford, Oxford, United Kingdom; 81100229533, Paul Luff, King's College, London, United Kingdom; 81100398221, Marina Jirotka, University of Oxford, Oxford, United Kingdom; 81460655594, John Pybus, University of Oxford, Oxford, United Kingdom; 81460657714, Ruth Kirkham, University of Oxford, Oxford, United Kingdom; 81414613623, Annamaria Carusi, University of Oxford, Oxford, United Kingdom; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753398","The implications of improvisational acting and role-playing on design methodologies","3 ","11","76","471","design; improvisation; performance; theatre","10","81365598309, Ben Medler, Georgia Institute of Technology, Atlanta, GA, USA; 81327490117, Brian Magerko, Georgia Institute of Technology, Atlanta, GA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753400","d.note: revising user interfaces through change tracking, annotations, and alternatives","1 ","3","151","892","annotation; human factors; prototyping; revision; user interfaces","10","81318498266, Bj&#246;rn Hartmann, University of California, Berkeley, Berkeley, CA, USA; 81377593653, Sean Follmer, Stanford University, Stanford, CA, USA; 81460654031, Antonio Ricciardi, Stanford University, Stanford, CA, USA; 81460657441, Timothy Cardenas, Stanford University, Stanford, CA, USA; 81100364989, Scott R. Klemmer, Stanford University, Stanford, CA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753401","FrameWire: a tool for automatically extracting interaction logic from paper prototyping tests","2 ","11","224","966","design; paper prototyping; prototyping","10","81350580013, Yang Li, University of Washington, Seattle, WA, USA; 81460641268, Xiang Cao, Microsoft Research Cambridge, Cambridge, United Kingdom; 81100584715, Katherine Everitt, University of Washington, Seattle, WA, USA; 81350581254, Morgan Dixon, University of Washington, Seattle, WA, USA; 81100103519, James A. Landay, University of Washington, Seattle, WA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753402","Example-centric programming: integrating web search into the development environment","40 ","14","140","817","design; human factors","10","81351596282, Joel Brandt, Adobe Systems, San Francisco, CA, USA; 81100654713, Mira Dontcheva, Adobe Systems, San Francisco, CA, USA; 81100374241, Marcos Weskamp; 81100364989, Scott R. Klemmer; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753404","Timeline collaboration","6 ","6","62","518","collaboration; experimentation; interaction styles; timeline interaction","10","81436602957, Morten Boh&#248;j, Aarhus University, Aarhus, Denmark; 81460655404, Nikolaj Gandrup Borchorst, Aarhus University, Aarhus, Denmark; 81100427143, Niels Olof Bouvin, Aarhus University, Aarhus, Denmark; 81100076676, Susanne B&#248;dker, Aarhus University, Aarhus, Denmark; 81460657182, P&#228;r-Ola Zander, Aarhus University, Aarhus, Denmark; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753405","Informal interactions in nonprofit networks","4 ","4","35","282","human factors; interorganizational information systems; organizational networks","4","81331504513, Jennifer Stoll, Georgia Institute of Technology, Atlanta, GA, USA; 81100595699, W. Keith Edwards, Georgia Institute of Technology, Atlanta, GA, USA; 81100331104, Elizabeth D. Mynatt, Georgia Institute of Technology, Atlanta, GA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753406","Managing nomadic knowledge: a case study of the European social forum","6 ","4","46","317","community informatics; ethnographic case study; knowledge management; management","10","81436593008, Saqib Saeed, University of Siegen, Siegen, Germany; 81100222454, Volkmar Pipek, University of Siegen, Siegen, Germany; 81100112472, Markus Rohde, University of Siegen, Siegen, Germany; 81100659507, Volker Wulf, University of Siegen, Siegen, Germany; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753408","Eliza meets the wizard-of-oz: blending machine and human control of embodied characters","3 ","10","66","423","artificial intelligence; embodied characters; interactive drama; wizard-of-oz methods","10","81100380835, Steven P. Dow, Stanford University, Palo Alto, CA, USA; 81332515187, Manish Mehta, Georgia Institute of Technology, Atlanta, GA, USA; 81100099162, Blair MacIntyre, Georgia Institute of Technology, Atlanta, GA, USA; 81100130074, Michael Mateas, UC Santa Cruz, Santa Cruz, CA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753409","A stage-based model of personal informatics systems","47 ","23","316","990","barriers; design; miscellaneous; personal informatics","10","81100475536, Ian Li, Carnegie Mellon University, Pittsburgh, PA, USA; 81100327371, Anind Dey, Carnegie Mellon University, Pittsburgh, PA, USA; 81100492013, Jodi Forlizzi, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753410","Deception and magic in collaborative interaction","3 ","6","75","497","ambiguity; design; interaction; miscellaneous; performance; trajectories","10","81331498971, Joe Marshall, University of Nottingham, Nottingham, United Kingdom; 81100619971, Steve Benford, University of Nottingham, Nottingham, United Kingdom; 81100377785, Tony Pridmore, University of Nottingham, Nottingham, United Kingdom; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753412","FingerCloud: uncertainty and autonomy handover incapacitive sensing","6 ","3","51","510","capacitive sensing; human factors; particle filters; uncertainty","4","81100173811, Simon Rogers, University of Glasgow, Glasgow, United Kingdom; 81100169940, John Williamson, University of Glasgow, Glasgow, United Kingdom; 81460653697, Craig Stewart, University of Glasgow, Glasgow, United Kingdom; 81100572841, Roderick Murray-Smith, University of Glasgow, Glasgow, United Kingdom; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753413","The generalized perceived input point model and how to double touch accuracy by extracting fingerprints","58 ","18","228","998","6dof; experimentation; human factors; input devices and strategies; measurement; performance; precision; theory; touch pad","10","81443597100, Christian Holz, Hasso Plattner Institute, Potsdam, Germany; 81100137268, Patrick Baudisch, Hasso Plattner Institute, Potsdam, Germany; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753414","Finger-count &#38; radial-stroke shortcuts: 2 techniques for augmenting linear menus on multi-touch surfaces","14 ","4","183","1,205","evaluation/methodology; human factors; menu techniques; multi-touch","4","81309498332, Gilles Bailly, Telecom-Paristech, paris, France; 81100390376, Eric Lecolinet, Telecom-ParisTech, paris, France; 81100143867, Yves Guiard, Telecom-ParisTech, paris, France; "
"CHI","10","http://dx.doi.org/10.1145/1753326.1753415","Speech dasher: fast writing using speech and gaze","5 ","4","151","811","experimentation; human factors; performance; voice i/o","4","81413602297, Keith Vertanen, University of Cambridge, Cambridge, United Kingdom; 81100237704, David J.C. MacKay, University of Cambridge, Cambridge, United Kingdom; "
