"conference","year","doi","title","citationCount","download6weeks","download12months","downloadAll","keywords","pageNumber","authors"
"CHI","09","http://dx.doi.org/10.1145/1518701.1518874","Framing design in the third paradigm","5 ","8","111","734","design; experimentation; reflective practice; user-centered design; user/machine systems","10","81436592252, Salu Ylirisku, The University of Art and Design Helsinki, Helsinki, Finland; 81100046284, Virtu Halttunen, University of Oulu, Oulu, Finland; 81384619973, Johanna Nuojua, University of Oulu, Oulu, Finland; 81416608966, Antti Juustila, University of Oulu, Oulu, Finland; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518875","Values as lived experience: evolving value sensitive design in support of value discovery","27 ","23","112","680","design; fieldwork; photo elicitation; value sensitive design","10","81367592039, Christopher A. Le Dantec, Georgia Institute of Technology, Atlanta, GA, USA; 81339522411, Erika Shehan Poole, Georgia Institute of Technology, Atlanta, GA, USA; 81314492849, Susan P. Wyche, Georgia Institute of Technology, Atlanta, GA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518877","Body and mind: a study of avatar personalization in three virtual worlds","22 ","29","320","1,668","artificial, augmented, and virtual realities; customization; personality","10","81100116901, Nicolas Ducheneaut, Palo Alto Research Center, Palo Alto, CA, USA; 81423595831, Ming-Hui Wen, National Chiao-Tung University, Hsinchu, Taiwan Roc; 81319504922, Nicholas Yee, Palo Alto Research Center, Palo Alto, CA, USA; 81309499961, Greg Wadley, The University of Melbourne, Parkville, Australia; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518878","Capturing and sharing memories in a virtual world","3 ","4","54","683","design; memories; second life; virtual worlds","10","81100495977, Carman Neustaedter, Kodak Research Labs, Rochester, NY, USA; 81435606538, Elena Fedorovskaya, Kodak Research Labs, Rochester, NY, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518879","In support of city exploration","5 ","1","56","621","city guide; design; performance","10","81416608206, Ben Bedwell, University of Nottingham, Nottingham, United Kingdom; 81100504057, Holger Schn&#228;delbach, University of Nottingham, Nottingham, United Kingdom; 81100619971, Steve Benford, University of Nottingham, Nottingham, United Kingdom; 81100347821, Tom Rodden, University of Nottingham, Nottingham, United Kingdom; 81100296314, Boriana Koleva, University of Nottingham, Nottingham, United Kingdom; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518881","Input-agreement: a new mechanism for collecting data using human computation games","37 ","17","170","802","design; human computation; tagging","10","81100048165, Edith Law, Carnegie Mellon University, Pittsburgh, PA, USA; 81100069810, Luis von Ahn, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518882","Matchin: eliciting user preferences with an online game","22 ","27","119","736","experimentation; human factors; preference elicitation","10","81416605493, Severin Hacker, Carnegie Mellon University, Pittsburgh, PA, USA; 81100069810, Luis von Ahn, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518883","Mixing it up: recommending collections of items","9 ","8","53","598","automatic playlist generation; collection recommender systems; design; music; playlist","10","81311486004, Derek L. Hansen, University of Maryland, College Park, MD, USA; 81100123477, Jennifer Golbeck, University of Maryland, College Park, MD, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518885","Tabletop displays for small group study: affordances of paper and digital materials","34 ","11","326","1,451","affordance; collaborative computing; education; human factors; paper; tabletop","10","81316490036, Anne Marie Piper, University of California, San Diego, La Jolla, CA, USA; 81332504463, James D. Hollan, University of California, San Diego, La Jolla, CA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518886","WeSpace: the design development and deployment of a walk-up and share multi-surface visual collaboration system","48 ","33","360","1,514","collaborative computing; computer-supported cooperative work; human factors; shared-display groupware","10","81100606762, Daniel Wigdor, Harvard University, Cambridge, USA; 81416606428, Hao Jiang, Mitsubishi Electric Research Labs, Tsinghua University, Cambridge, Beijing, China; 81100584798, Clifton Forlines, Mitsubishi Electric Research Labs, Cambridge, USA; 81350585455, Michelle Borkin, Harvard University, Cambridge, USA; 81100343583, Chia Shen, Harvard University, Cambridge, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518887","CThru: exploration in a video-centered information space for educational purposes","1 ","2","53","692","design; multimedia information systems; video-centered information space","4","81416606428, Hao Jiang, Tsinghua University, Beijing, China; 81416609081, Alain Viel, Harvard University, Cambridge, MA, USA; 81416607897, Meekal Bajaj, Georgia Institute of Technology, Atlanta, GA, USA; 81416609286, Robert A. Lue, Harvard University, Cambridge, MA, USA; 81100343583, Chia Shen, Harvard University, Cambridge, MA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518888","Turning the tables: an interactive surface for vjing","8 ","10","73","857","collaboration; interactive surface; tabletop; vjing","4","81381590706, Stuart Taylor, Microsoft Research Cambridge, Cambridge, United Kingdom; 81328488768, Shahram Izadi, Microsoft Research Cambridge, Cambridge, United Kingdom; 81100166914, David Kirk, Microsoft Research Cambridge, Cambridge, United Kingdom; 81452613064, Richard Harper, Microsoft Research Cambridge, Cambridge, United Kingdom; 81381610378, Armando Garcia-Mendoza, Microsoft Research Cambridge, Cambridge, United Kingdom; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518890","An experimental study of field dependency in altered Gz environments","0 ","1","32","283","comparative informatics; evaluation/methodology; extreme environments; human factors; mobile devices; performance; target acquisition; theory and methods","10","81416608573, Marc A. Le Pape, University of Hawai'i at Manoa, Honolulu, HI, USA; 81375593285, Ravi K. Vatrapu, Copenhagen Business School, Frederiksberg, Denmark; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518891","Taking the time to care: empowering low health literacy hospital patients with virtual nurse agents","17 ","12","127","749","design; evaluation/methodology; graphical user interfaces; health literacy; interaction styles; natural language; relational agent; universal access","10","81100360895, Timothy W. Bickmore, Northeastern University, Boston, MA, USA; 81381591529, Laura M. Pfeifer, Northeastern University, Boston, MA, USA; 81416607104, Brian W. Jack, Boston University School of Medicine, Boston, MA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518892","Evaluation of a tool-mounted guidance display for computer-assisted surgery","1 ","2","33","247","hand-held displays; surgical guidance interfaces; user interfaces","4","81416607215, Kevin Kassil, Queen's University, Kingston, ON, Canada; 81100264012, A. James Stewart, Queen's University, Kingston, ON, Canada; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518893","Towards human-centered support for indoor navigation","10 ","4","74","562","design; indoor navigation; user-centered design","4","81363601116, Leonardo Ramirez, Fraunhofer Institute for Applied Information Technology FIT, Sankt Augustin, Germany; 81363603319, Sebastian Denef, Fraunhofer Institute for Applied Information Technology FIT, Sankt Augustin, Germany; 81363605889, Tobias Dyrks, Fraunhofer Institute for Applied Information Technology FIT, Sankt Augustin, Germany; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518895","EnsembleMatrix: interactive visualization to support machine learning with multiple classifiers","15 ","6","81","503","caltech-101; ensemble classifiers; interactive machine learning; object recognition","10","81100516544, Justin Talbot, Stanford, Stanford, CA, USA; 81409593205, Bongshin Lee, Microsoft Research, Redmond, WA, USA; 81100301388, Ashish Kapoor, Microsoft Research, Redmond, WA, USA; 81100255664, Desney S. Tan, Microsoft Research, Redmond, WA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518896","FacetLens: exposing trends and relationships to support sensemaking within faceted datasets","23 ","5","87","880","design; graphical user interfaces; relationships; trends","10","81409593205, Bongshin Lee, Microsoft Research, Redmond, WA, USA; 81351602807, Greg Smith, Microsoft Research, Redmond, WA, USA; 81452612822, George G. Robertson, Microsoft Research, Redmond, WA, USA; 81100280834, Mary Czerwinski, Microsoft Research, Redmond, WA, USA; 81100255664, Desney S. Tan, Microsoft Research, Redmond, WA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518897","Sizing the horizon: the effects of chart size and layering on the graphical perception of time series visualizations","16 ","28","189","889","experimentation; horizon graphs; line charts; user interfaces","10","81100465553, Jeffrey Heer, Stanford University, Stanford, CA, USA; 81328489071, Nicholas Kong, University of California, Berkeley, Berkeley, CA, USA; 81100346089, Maneesh Agrawala, University of California, Berkeley, Berkeley, CA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518899","Call browser: a system to improve the caller experience by analyzing live calls end-to-end","0 ","3","47","375","call center analytics; design; interactive voice response; reliability; state diagrams; voice user interfaces","10","81100059950, Bernhard Suhm, BBN Technologies, Cambridge, MA, USA; 81329491340, Pat Peterson, BBN Technologies, Cambridge, MA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518900","Finding canonical behaviors in user protocols","1 ","0","26","305","algorithms; protocol analysis; user interfaces; web browsing","4","81416608682, Walter C. Mankowski, Drexel University, Philadelphia, PA, USA; 81416608326, Peter Bogunovich, Drexel University, Philadelphia, PA, USA; 81100377116, Ali Shokoufandeh, Drexel University, Philadelphia, PA, USA; 81100289294, Dario D. Salvucci, Drexel University, Philadelphia, PA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518901","Reduced empathizing skills increase challenges for user-centered design","0 ","3","47","446","designer behavior; human factors; user-centered design","4","81100570773, William Hudson; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518903","An intuitive model of perceptual grouping for HCI design","3 ","6","80","663","algorithms; design; good continuation; human factors; proximity; theory","10","81100414889, Ruth Rosenholtz, MIT, Cambridge, MA, USA; 81416609026, Nathaniel R. Twarog, MIT, Cambridge, MA, USA; 81416609142, Nadja Schinkel-Bielefeld, MIT, Cambridge, MA, USA; 81100331534, Martin Wattenberg, IBM Watson Research, Cambridge, MA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518904","Development of decision rationale in complex group decision making","1 ","10","92","651","cscw; experimentation; rationale","10","81100393102, Helena M. Mentis, The Pennsylvania State University, University Park, PA, USA; 81100328344, Paula M. Bach, The Pennsylvania State University, University Park, PA, USA; 81416605187, Blaine Hoffman, The Pennsylvania State University, University Park, PA, USA; 81335496622, Mary Beth Rosson, The Pennsylvania State University, University Park, PA, USA; 81350576124, John M. Carroll, The Pennsylvania State University, University Park, PA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518905","Learning to predict information needs: context-aware display as a cognitive aid and an assessment tool","1 ","4","57","617","adaptive display; context-aware computing; experimentation; human factors","10","81100378244, Bradley C. Love, The University of Texas at Austin, Austin, TX, USA; 81416595997, Matt Jones, University of Colorado at Boulder, Boulder, CO, USA; 81416605850, Marc T. Tomlinson, The University of Texas at Austin, Austin, TX, USA; 81416604319, Michael Howe, The University of Texas at Austin, Austin, TX, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518907","backchan.nl: integrating backchannels in physical space","4 ","3","45","340","backchannel; design; web-based interaction","10","81350583956, Drew Harry, MIT, Cambridge, MA, USA; 81406593744, Joshua Green, MIT, Cambridge, MA, USA; 81100223099, Judith Donath, MIT, Cambridge, MA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518908","Learning how: the search for craft knowledge on the internet","27 ","17","130","804","craft; expertise locating; how-to; informal learning; miscellaneous; social search","10","81310500984, Cristen Torrey, Carnegie Mellon University, Pittsburgh, PA, USA; 81100143170, Elizabeth F. Churchill, Yahoo! Research, Santa Clara, CA, USA; 81406596787, David W. McDonald, University of Washington, Seattle, WA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518909","Resonance on the web: web dynamics and revisitation patterns","21 ","6","71","623","change; hypertext/hypermedia; re-finding; revisitation; web log analysis","10","81100589033, Eytan Adar, University of Washington, Seattle, WA, USA; 81100167805, Jaime Teevan, Microsoft Research, Redmond, WA, USA; 81100134501, Susan T. Dumais, Microsoft Research, Redmond, WA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518911","DynaSpot: speed-dependent area cursor","18 ","9","93","859","area cursor; design; experimentation; human factors; performance","10","81319489300, Olivier Chapuis, LRI - University Paris-Sud & CNRS; INRIA, Orsay, France; 81309503263, Jean-Baptiste Labrune, MIT Media Lab, Cambridge, MA, USA; 81100222004, Emmanuel Pietriga, INRIA; LRI - Univ. Paris-Sud & CNRS, Orsay, France; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518912","The angle mouse: target-agnostic dynamic gain adjustment based on angular deviation","20 ","7","81","643","assistive technologies for persons with disabilities; cursor control; dynamic gain adjustment; human factors; mouse pointing; pointing techniques","10","81100086173, Jacob O. Wobbrock, University of Washington, Seattle, WA, USA; 81100142271, James Fogarty, University of Washington, Seattle, WA, USA; 81416594432, Shih-Yen (Sean) Liu, University of Washington, Seattle, WA, USA; 81416609209, Shunichi Kimuro, University of Washington, Seattle, WA, USA; 81319492589, Susumu Harada, University of Washington, Seattle, WA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518913","Disambiguating ninja cursors with eye gaze","10 ","5","56","505","experimentation; graphical user interfaces; ninja cursors","4","81100052864, Kari-Jouko R&#228;ih&#228;, University of Tampere, Tampere, Finland; 81100390422, Oleg &#352;pakov, University of Tampere, Tampere, Finland; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518914","Rake cursor: improving pointing performance with concurrent input channels","17 ","4","61","523","experimentation; graphical user interfaces; input devices and strategies; rake cursor","4","81100594604, Renaud Blanch, Universit&#233; Joseph Fourier - Grenoble 1, Grenoble, France; 81342506548, Micha&#235;l Ortega, CNRS, Grenoble, France; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518916","The ""Beauty Dilemma"": beauty is valued but discounted in product choice","11 ","14","94","848","aesthetics; beauty dilemma; human factors; product choice","8","81350583472, Sarah Diefenbach, University of Koblenz-Landau, Landau, Germany; 81452610719, Marc Hassenzahl, Folkwang University, Essen, Germany; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518918","Enhancing remote participation in live auctions: an 'intelligent' gavel","1 ","1","34","292","auctions; mundane artefacts; trust","10","81100164455, Christian Heath, King's College, London, United Kingdom; 81100229533, Paul Luff, King's College, London, United Kingdom; 81100561154, Dirk Vom Lehn, King's College, London, United Kingdom; 81100617644, Jun Yamashita, University of Tsukuba, Tsukuba, Japan; 81100072975, Hideaki Kuzuoka, University of Tsukuba, Tsukuba, Japan; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518919","Revealing Gauguin: engaging visitors in robot guide's explanation in an art museum","6 ","5","69","542","computer vision; design; guide robot; human-robot interaction; interaction styles; user-centered design","10","81350572857, Keiichi Yamazaki, Saitama University, Saitama, Japan; 81100620449, Akiko Yamazaki, Tokyo University of Technology, Tokyo, Japan; 81416604529, Mai Okada, Saitama University, Saitama, Japan; 81100082332, Yoshinori Kuno, Saitama University, Saitama, Japan; 81100604144, Yoshinori Kobayashi, Saitama University, Saitama, Japan; 81416597851, Yosuke Hoshi, Saitama University, Saitama, Japan; 81384621486, Karola Pitsch, Bielefeld University, Bielefeld, Germany; 81100229533, Paul Luff, King's College, London, England, UK; 81100561154, Dirk vom Lehn, King's College, London, England, UK; 81100164455, Christian Heath, King's College, London, England, UK; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518920","Social immersive media: pursuing best practices for multi-user interactive camera/projector exhibits","19 ","11","120","1,112","animation; augmented reality; cinema; design; learning","10","81100023637, Scott S. Snibbe, MIT Media Lab, Cambridge, MA, USA; 81100381813, Hayes S. Raffle; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518922","Contextual web history: using visual and contextual cues to improve web browser history","8 ","10","75","832","design; general; re-finding; web browser","10","81545923156, Sungjoon Steve Won, Carnegie Mellon University, Pittsburgh, PA, USA; 81416603809, Jing Jin, Carnegie Mellon University, Pittsburgh, PA, USA; 81408598366, Jason I. Hong, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518923","Critical methods and user generated content: the iPhone on YouTube","18 ","25","162","1,355","critical theory; human factors; miscellaneous; user experience; youtube","10","81100208849, Mark Blythe, University of York, York, United Kingdom; 81100099774, Paul Cairns, University of York, York, United Kingdom; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518924","Note to self: examining personal information keeping in a lightweight note-taking tool","10 ","6","65","553","human factors; note-taking; user-centered design","4","81328490974, Max G. Van Kleek, MIT, Cambridge, MA, USA; 81405591691, Michael Bernstein, MIT, Cambridge, MA, USA; 81416608820, Katrina Panovich, MIT, Cambridge, MA, USA; 81350574903, Gregory G. Vargas, MIT, Cambridge, MA, USA; 81100337812, David R. Karger, MIT, Cambridge, MA, USA; 81311483103, MC Schraefel, University of Southampton, Southampton, United Kingdom; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518925","What's mine is mine: territoriality in collaborative authoring","20 ","7","66","494","authorship; computer-supported cooperative work; ownership; wikipedia","4","81100334243, Jennifer Thom-Santelli, Cornell University, Ithaca, NY, USA; 81100288358, Dan R. Cosley, Cornell University, Ithaca, NY, USA; 81367597457, Geri Gay, Cornell University, Ithaca, NY, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518927","Coordinating tasks on the commons: designing for personal goals, expertise and serendipity","12 ","4","63","617","crowdsourcing; miscellaneous; task management","10","81416602647, Michel Krieger, Stanford University, Stanford, CA, USA; 81416597278, Emily Margarete Stark, Stanford University, Stanford, CA, USA; 81100364989, Scott R. Klemmer, Stanford University, Stanford, CA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518928","Coordination in collective intelligence: the role of team structure and task interdependence","15 ","31","150","1,195","collective intelligence; group and organization interfaces; organizational impacts; social computing; wikipedia","10","81350583094, Aniket Kittur, Carnegie Mellon University, Pittsburgh, PA, USA; 81416601620, Bryant Lee, Carnegie Mellon University, Pittsburgh, PA, USA; 81328489038, Robert E. Kraut, Carnegie Mellon University, Pittsburgh, PA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518929","So you know you're getting the best possible information: a tool that increases Wikipedia credibility","13 ","5","63","573","credibility; miscellaneous; wikipedia","4","81100252735, Peter Pirolli, Palo Alto Research Center, Palo Alto, CA, USA; 81416608974, Evelin Wollny, Palo Alto Research Center, Palo Alto, CA, USA; 81100623883, Bongwon Suh; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518930","What's in Wikipedia?: mapping topics and conflict using socially annotated category structure","15 ","5","107","711","annotation; distributed collaboration; mapping; social computing; wiki","4","81350583094, Aniket Kittur, Carnegie Mellon University, Pittsburgh, PA, USA; 81100330316, Ed H. Chi, Palo Alto Research Center, Palo Alto, CA, USA; 81100623883, Bongwon Suh, Palo Alto Research Center, Palo Alto, CA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518932","Auditory icon and earcon mobile service notifications: intuitiveness, learnability, memorability and preference","9 ","44","178","1,030","auditory feedback; earcons; experimentation; learnability; mobile audio notifications","10","81414615251, Stavros Garzonis, University of Bath, Bath, United Kingdom; 81416593569, Simon Jones, University of Bath, Bath, United Kingdom; 81363602590, Tim Jay, University of Bristol, Bristol, United Kingdom; 81100041277, Eamonn O'Neill, University of Bath, Bath, United Kingdom; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518933","Bezel swipe: conflict-free scrolling and multiple selection on mobile touch screen devices","22 ","37","183","1,269","crossing; design; handheld; input devices and strategies; iphone; mode change; small display; swipe; zoomable","4","81100200759, Volker Roth, FX Palo Alto Laboratory Inc., Palo Alto, CA, USA; 81100229177, Thea Turner, FX Palo Alto Laboratory Inc., Palo Alto, CA, USA; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518934","Exploring the potential of audio-tactile messaging for remote interpersonal communication","9 ","1","49","480","audio; gesture; haptics; messaging","4","81543111456, Lorna M. Brown, Microsoft Research, Cambridge, United Kingdom; 81100309669, Abigail Sellen, Microsoft Research, Cambridge, United Kingdom; 81416602936, Renan Krishna, University of Sussex, Brighton, United Kingdom; 81452613064, Richard Harper, Microsoft Research, Cambridge, United Kingdom; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518935","Gravity sphere: gestural audio-tactile interface for mobile music exploration","4 ","4","46","568","audio-tactile feedback; interaction techniques; multimedia information systems; spatial gestures","4","81416609145, Jaakko Ker&#228;nen, Nokia Research Center, Tampere, Finland; 81416595171, Janne Bergman, Nokia Research Center, Tampere, Finland; 81416608653, Jarmo Kauko, Nokia Research Center, Tampere, Finland; "
"CHI","09","http://dx.doi.org/10.1145/1518701.1518936","TouchBall: a design and evaluation of a hand-held trackball based touch-haptic interface","1 ","11","64","691","design; hand-held; interface; mobile","4","81416602084, Minwoo Choi, Korea University, Seoul, South Korea; 81452598848, Gerard Jounghyun Kim, Korea University, Seoul, South Korea; "
